word,mean_percentile,n_sources,sources,mean_raw_concreteness,gloss_english,tier,selected,gloss_source
Dose,0.9425,1,Kanske2010,1.460318,can,core,TRUE,hack_llm_translation
Fenster,0.9425,1,Kanske2010,1.460318,window,core,TRUE,hack_llm_translation
Frosch,0.9425,1,Kanske2010,1.460318,frog,core,TRUE,hack_llm_translation
Korken,0.9425,1,Kanske2010,1.460318,cork,core,TRUE,hack_llm_translation
Traktor,0.9425,1,Kanske2010,1.460318,tractor,core,TRUE,hack_llm_translation
Zelt,0.9425,1,Kanske2010,1.460318,tent,core,TRUE,hack_llm_translation
Mais,0.938,1,Kanske2010,1.467742,corn,core,TRUE,hack_llm_translation
Karpfen,0.936,1,Kanske2010,1.476191,carp,core,TRUE,hack_llm_translation
Nadel,0.936,1,Kanske2010,1.476191,needle,core,TRUE,hack_llm_translation
Seil,0.936,1,Kanske2010,1.476191,rope,core,TRUE,hack_llm_translation
Hocker,0.9335,1,Kanske2010,1.483871,stool,core,TRUE,hack_llm_translation
Nase,0.9335,1,Kanske2010,1.483871,nose,core,TRUE,hack_llm_translation
Amsel,0.9285,1,Kanske2010,1.492064,blackbird,core,TRUE,hack_llm_translation
Delphin,0.9285,1,Kanske2010,1.492064,dolphin,core,TRUE,hack_llm_translation
Kamm,0.9285,1,Kanske2010,1.492064,comb,core,TRUE,hack_llm_translation
Kanne,0.9285,1,Kanske2010,1.492064,pot,core,TRUE,hack_llm_translation
Klinke,0.9285,1,Kanske2010,1.492064,door handle,core,TRUE,hack_llm_translation
Mehl,0.9285,1,Kanske2010,1.492064,flour,core,TRUE,hack_llm_translation
Regal,0.9285,1,Kanske2010,1.492064,shelf,core,TRUE,hack_llm_translation
Schiff,0.9285,1,Kanske2010,1.492064,ship,core,TRUE,hack_llm_translation
Blume,0.923,1,Kanske2010,1.5,flower,core,TRUE,hack_llm_translation
Jacke,0.923,1,Kanske2010,1.5,jacket,core,TRUE,hack_llm_translation
Schirm,0.923,1,Kanske2010,1.5,umbrella,core,TRUE,hack_llm_translation
Angel,0.9195,1,Kanske2010,1.507937,fishing rod,core,TRUE,hack_llm_translation
Glas,0.9195,1,Kanske2010,1.507937,glass,core,TRUE,hack_llm_translation
Ruder,0.9195,1,Kanske2010,1.507937,oar,core,TRUE,hack_llm_translation
Schaufel,0.9195,1,Kanske2010,1.507937,shovel,core,TRUE,hack_llm_translation
Mütze,0.917,1,Kanske2010,1.508197,beanie,core,TRUE,hack_llm_translation
Bambus,0.915,1,Kanske2010,1.516129,bamboo,core,TRUE,hack_llm_translation
Daumen,0.915,1,Kanske2010,1.516129,thumb,core,TRUE,hack_llm_translation
Schulter,0.915,1,Kanske2010,1.516129,shoulder,core,TRUE,hack_llm_translation
Knopf,0.9125,1,Kanske2010,1.52381,button,core,TRUE,hack_llm_translation
Tafel,0.9125,1,Kanske2010,1.52381,board,core,TRUE,hack_llm_translation
Mühle,0.9105,1,Kanske2010,1.532258,mill,core,TRUE,hack_llm_translation
Ofen,0.9105,1,Kanske2010,1.532258,oven,core,TRUE,hack_llm_translation
Kinn,0.908,1,Kanske2010,1.539683,chin,core,TRUE,hack_llm_translation
Krug,0.908,1,Kanske2010,1.539683,jug,core,TRUE,hack_llm_translation
Paddel,0.908,1,Kanske2010,1.539683,paddle,core,TRUE,hack_llm_translation
Gleis,0.9055,1,Kanske2010,1.548387,track,core,TRUE,hack_llm_translation
Kelle,0.9055,1,Kanske2010,1.548387,ladle,core,TRUE,hack_llm_translation
Stift,0.9035,1,Kanske2010,1.555556,pen,core,TRUE,hack_llm_translation
Zettel,0.9035,1,Kanske2010,1.555556,note,core,TRUE,hack_llm_translation
Kind,0.901,1,Kanske2010,1.564516,child,core,TRUE,hack_llm_translation
Schilf,0.901,1,Kanske2010,1.564516,reed,core,TRUE,hack_llm_translation
Taxi,0.901,1,Kanske2010,1.564516,taxi,core,TRUE,hack_llm_translation
Dusche,0.8975,1,Kanske2010,1.571429,shower,core,TRUE,hack_llm_translation
Galgen,0.8975,1,Kanske2010,1.571429,gallows,core,TRUE,hack_llm_translation
Leiter,0.8975,1,Kanske2010,1.571429,ladder,core,TRUE,hack_llm_translation
Zug,0.8975,1,Kanske2010,1.571429,train,core,TRUE,hack_llm_translation
Dach,0.893,1,Kanske2010,1.580645,roof,core,TRUE,hack_llm_translation
Fön,0.893,1,Kanske2010,1.580645,hair dryer,core,TRUE,hack_llm_translation
Hai,0.893,1,Kanske2010,1.580645,shark,core,TRUE,hack_llm_translation
Henkel,0.893,1,Kanske2010,1.580645,handle,core,TRUE,hack_llm_translation
Schnee,0.893,1,Kanske2010,1.580645,snow,core,TRUE,hack_llm_translation
Fass,0.888,1,Kanske2010,1.587302,barrel,core,TRUE,hack_llm_translation
Heft,0.888,1,Kanske2010,1.587302,notebook,core,TRUE,hack_llm_translation
Nacken,0.888,1,Kanske2010,1.587302,nape,core,TRUE,hack_llm_translation
Natter,0.888,1,Kanske2010,1.587302,adder,core,TRUE,hack_llm_translation
Tube,0.888,1,Kanske2010,1.587302,tube,core,TRUE,hack_llm_translation
Birke,0.8835,1,Kanske2010,1.596774,birch,core,TRUE,hack_llm_translation
Ente,0.8835,1,Kanske2010,1.596774,duck,core,TRUE,hack_llm_translation
Sau,0.8835,1,Kanske2010,1.596774,sow,core,TRUE,hack_llm_translation
Tasche,0.8835,1,Kanske2010,1.596774,bag,core,TRUE,hack_llm_translation
Bohne,0.8805,1,Kanske2010,1.603175,bean,core,TRUE,hack_llm_translation
Turm,0.8805,1,Kanske2010,1.603175,tower,core,TRUE,hack_llm_translation
Bahn,0.8785,1,Kanske2010,1.612903,railway,core,TRUE,hack_llm_translation
Treppe,0.8785,1,Kanske2010,1.612903,stairs,core,TRUE,hack_llm_translation
Fackel,0.8765,1,Kanske2010,1.619048,torch,core,TRUE,hack_llm_translation
Truhe,0.8765,1,Kanske2010,1.619048,chest,core,TRUE,hack_llm_translation
Brezel,0.8745,1,Kanske2010,1.629032,pretzel,core,TRUE,hack_llm_translation
Draht,0.8745,1,Kanske2010,1.629032,wire,core,TRUE,hack_llm_translation
Decke,0.872,1,Kanske2010,1.634921,blanket,core,TRUE,hack_llm_translation
Schal,0.872,1,Kanske2010,1.634921,scarf,core,TRUE,hack_llm_translation
Spritze,0.872,1,Kanske2010,1.634921,syringe,core,TRUE,hack_llm_translation
Brust,0.869,1,Kanske2010,1.645161,chest,core,TRUE,hack_llm_translation
Küken,0.869,1,Kanske2010,1.645161,chick,core,TRUE,hack_llm_translation
Sieb,0.869,1,Kanske2010,1.645161,sieve,core,TRUE,hack_llm_translation
Efeu,0.866,1,Kanske2010,1.650794,ivy,core,TRUE,hack_llm_translation
Pizza,0.866,1,Kanske2010,1.650794,pizza,core,TRUE,hack_llm_translation
Strick,0.866,1,Kanske2010,1.650794,rope,core,TRUE,hack_llm_translation
Klingel,0.8635,1,Kanske2010,1.655738,doorbell,core,TRUE,hack_llm_translation
Papier,0.8635,1,Kanske2010,1.655738,paper,core,TRUE,hack_llm_translation
Besteck,0.8595,1,Kanske2010,1.66129,cutlery,core,TRUE,hack_llm_translation
Brett,0.8595,1,Kanske2010,1.66129,board,core,TRUE,hack_llm_translation
Hemd,0.8595,1,Kanske2010,1.66129,shirt,core,TRUE,hack_llm_translation
Korb,0.8595,1,Kanske2010,1.66129,basket,core,TRUE,hack_llm_translation
Lilie,0.8595,1,Kanske2010,1.66129,lily,core,TRUE,hack_llm_translation
Yacht,0.8595,1,Kanske2010,1.66129,yacht,core,TRUE,hack_llm_translation
Eiche,0.8545,1,Kanske2010,1.666667,oak,core,TRUE,hack_llm_translation
Geier,0.8545,1,Kanske2010,1.666667,vulture,core,TRUE,hack_llm_translation
Krake,0.8545,1,Kanske2010,1.666667,octopus,core,TRUE,hack_llm_translation
Kuchen,0.8545,1,Kanske2010,1.666667,cake,core,TRUE,hack_llm_translation
Waffe,0.852,1,Kanske2010,1.677419,weapon,core,TRUE,hack_llm_translation
Kissen,0.851,1,Kanske2010,1.68254,pillow,core,TRUE,hack_llm_translation
Ahorn,0.849,1,Kanske2010,1.693548,maple,core,TRUE,hack_llm_translation
Butter,0.849,1,Kanske2010,1.693548,butter,core,TRUE,hack_llm_translation
Mantel,0.849,1,Kanske2010,1.693548,coat,core,TRUE,hack_llm_translation
Faden,0.845,1,Kanske2010,1.698413,thread,core,TRUE,hack_llm_translation
Gebiss,0.845,1,Kanske2010,1.698413,denture,core,TRUE,hack_llm_translation
Hütte,0.845,1,Kanske2010,1.698413,hut,core,TRUE,hack_llm_translation
Spange,0.845,1,Kanske2010,1.698413,clasp,core,TRUE,hack_llm_translation
Stute,0.845,1,Kanske2010,1.698413,mare,core,TRUE,hack_llm_translation
Fluss,0.8415,1,Kanske2010,1.709677,river,core,TRUE,hack_llm_translation
Honig,0.8415,1,Kanske2010,1.709677,honey,core,TRUE,hack_llm_translation
Busen,0.8385,1,Kanske2010,1.714286,bosom,core,TRUE,hack_llm_translation
Eule,0.8385,1,Kanske2010,1.714286,owl,core,TRUE,hack_llm_translation
Teppich,0.8385,1,Kanske2010,1.714286,carpet,core,TRUE,hack_llm_translation
Wade,0.8385,1,Kanske2010,1.714286,calf,core,TRUE,hack_llm_translation
Flagge,0.8345,1,Kanske2010,1.725807,flag,core,TRUE,hack_llm_translation
Kiesel,0.8345,1,Kanske2010,1.725807,pebble,core,TRUE,hack_llm_translation
Sahne,0.8345,1,Kanske2010,1.725807,cream,core,TRUE,hack_llm_translation
Weste,0.8345,1,Kanske2010,1.725807,vest,core,TRUE,hack_llm_translation
Blech,0.831,1,Kanske2010,1.730159,sheet metal,core,TRUE,hack_llm_translation
Klo,0.831,1,Kanske2010,1.730159,toilet,core,TRUE,hack_llm_translation
Strumpf,0.831,1,Kanske2010,1.730159,stocking,core,TRUE,hack_llm_translation
Bonbon,0.828,1,Kanske2010,1.741936,candy,core,TRUE,hack_llm_translation
Knospe,0.828,1,Kanske2010,1.741936,bud,core,TRUE,hack_llm_translation
Tuch,0.828,1,Kanske2010,1.741936,cloth,core,TRUE,hack_llm_translation
Ampel,0.8245,1,Kanske2010,1.746032,traffic light,core,TRUE,hack_llm_translation
Knie,0.8245,1,Kanske2010,1.746032,knee,core,TRUE,hack_llm_translation
Popo,0.8245,1,Kanske2010,1.746032,bottom,core,TRUE,hack_llm_translation
Schlips,0.8245,1,Kanske2010,1.746032,necktie,core,TRUE,hack_llm_translation
Klammer,0.822,1,Kanske2010,1.758065,clip,core,TRUE,hack_llm_translation
Schwamm,0.821,1,Kanske2010,1.761905,sponge,core,TRUE,hack_llm_translation
Bad,0.8195,1,Kanske2010,1.774194,bath,core,TRUE,hack_llm_translation
Sarg,0.8195,1,Kanske2010,1.774194,coffin,core,TRUE,hack_llm_translation
Beet,0.816,1,Kanske2010,1.777778,flowerbed,core,TRUE,hack_llm_translation
Fähre,0.816,1,Kanske2010,1.777778,ferry,core,TRUE,hack_llm_translation
Gelenk,0.816,1,Kanske2010,1.777778,joint,core,TRUE,hack_llm_translation
Kessel,0.816,1,Kanske2010,1.777778,kettle,core,TRUE,hack_llm_translation
Locke,0.816,1,Kanske2010,1.777778,curl,core,TRUE,hack_llm_translation
Hecke,0.811,1,Kanske2010,1.790323,hedge,core,TRUE,hack_llm_translation
Kappe,0.811,1,Kanske2010,1.790323,cap,core,TRUE,hack_llm_translation
Kasse,0.811,1,Kanske2010,1.790323,cash register,core,TRUE,hack_llm_translation
Scheide,0.811,1,Kanske2010,1.790323,vagina,core,TRUE,hack_llm_translation
Schnur,0.811,1,Kanske2010,1.790323,cord,core,TRUE,hack_llm_translation
Büchse,0.8065,1,Kanske2010,1.793651,tin,core,TRUE,hack_llm_translation
Hose,0.8065,1,Kanske2010,1.793651,pants,core,TRUE,hack_llm_translation
Kompass,0.8065,1,Kanske2010,1.793651,compass,core,TRUE,hack_llm_translation
Stecker,0.8065,1,Kanske2010,1.793651,plug,core,TRUE,hack_llm_translation
Stirn,0.804,1,Kanske2010,1.806452,forehead,core,TRUE,hack_llm_translation
Kabel,0.803,1,Kanske2010,1.809524,cable,core,TRUE,hack_llm_translation
Pimmel,0.8015,1,Kanske2010,1.822581,penis,core,TRUE,hack_llm_translation
Schabe,0.8015,1,Kanske2010,1.822581,cockroach,core,TRUE,hack_llm_translation
Umschlag,0.8,1,Kanske2010,1.825397,envelope,core,TRUE,hack_llm_translation
Berg,0.798,1,Kanske2010,1.83871,mountain,core,TRUE,hack_llm_translation
Blüte,0.798,1,Kanske2010,1.83871,blossom,core,TRUE,hack_llm_translation
Paket,0.798,1,Kanske2010,1.83871,package,core,TRUE,hack_llm_translation
Hefter,0.795,1,Kanske2010,1.854839,stapler,core,TRUE,hack_llm_translation
Schale,0.795,1,Kanske2010,1.854839,peel,core,TRUE,hack_llm_translation
Warze,0.795,1,Kanske2010,1.854839,wart,core,TRUE,hack_llm_translation
Laub,0.792,1,Kanske2010,1.857143,foliage,core,TRUE,hack_llm_translation
Pendel,0.792,1,Kanske2010,1.857143,pendulum,core,TRUE,hack_llm_translation
Sperma,0.792,1,Kanske2010,1.857143,sperm,core,TRUE,hack_llm_translation
Balken,0.79,1,Kanske2010,1.868853,beam,core,TRUE,hack_llm_translation
Krücke,0.789,1,Kanske2010,1.870968,crutch,core,TRUE,hack_llm_translation
Balkon,0.7865,1,Kanske2010,1.873016,balcony,core,TRUE,hack_llm_translation
Kasten,0.7865,1,Kanske2010,1.873016,box,core,TRUE,hack_llm_translation
Stachel,0.7865,1,Kanske2010,1.873016,spike,core,TRUE,hack_llm_translation
Strasse,0.7865,1,Kanske2010,1.873016,street,core,TRUE,hack_llm_translation
Damm,0.783,1,Kanske2010,1.887097,dam,core,TRUE,hack_llm_translation
Nippel,0.783,1,Kanske2010,1.887097,nipple,core,TRUE,hack_llm_translation
Wachs,0.783,1,Kanske2010,1.887097,wax,core,TRUE,hack_llm_translation
Dildo,0.78,1,Kanske2010,1.888889,dildo,core,TRUE,hack_llm_translation
Karton,0.78,1,Kanske2010,1.888889,cardboard box,core,TRUE,hack_llm_translation
Lunge,0.78,1,Kanske2010,1.888889,lung,core,TRUE,hack_llm_translation
Pickel,0.7775,1,Kanske2010,1.904762,pimple,core,TRUE,hack_llm_translation
Stiel,0.7775,1,Kanske2010,1.904762,stem,core,TRUE,hack_llm_translation
Ferse,0.7755,1,Kanske2010,1.919355,heel,core,TRUE,hack_llm_translation
Korn,0.7755,1,Kanske2010,1.919355,grain,core,TRUE,hack_llm_translation
Deckel,0.7715,1,Kanske2010,1.920635,lid,core,TRUE,hack_llm_translation
Keller,0.7715,1,Kanske2010,1.920635,basement,core,TRUE,hack_llm_translation
Schenkel,0.7715,1,Kanske2010,1.920635,thigh,core,TRUE,hack_llm_translation
Schwanz,0.7715,1,Kanske2010,1.920635,tail,core,TRUE,hack_llm_translation
Stamm,0.7715,1,Kanske2010,1.920635,trunk,core,TRUE,hack_llm_translation
Teig,0.7715,1,Kanske2010,1.920635,dough,core,TRUE,hack_llm_translation
Bühne,0.767,1,Kanske2010,1.936508,stage,core,TRUE,hack_llm_translation
Denkmal,0.767,1,Kanske2010,1.936508,monument,core,TRUE,hack_llm_translation
Zecke,0.767,1,Kanske2010,1.936508,tick,core,TRUE,hack_llm_translation
Karte,0.765,1,Kanske2010,1.95082,card,core,TRUE,hack_llm_translation
Juwel,0.7635,1,Kanske2010,1.951613,jewel,core,TRUE,hack_llm_translation
Sohle,0.7635,1,Kanske2010,1.951613,sole,core,TRUE,hack_llm_translation
Kotze,0.762,1,Kanske2010,1.952381,vomit,core,TRUE,hack_llm_translation
Popel,0.7605,1,Kanske2010,1.967742,booger,core,TRUE,hack_llm_translation
Tinte,0.7605,1,Kanske2010,1.967742,ink,core,TRUE,hack_llm_translation
Gold,0.758,1,Kanske2010,1.968254,gold,core,TRUE,hack_llm_translation
Schalter,0.758,1,Kanske2010,1.968254,switch,core,TRUE,hack_llm_translation
Ski,0.758,1,Kanske2010,1.968254,ski,core,TRUE,hack_llm_translation
Docht,0.755,1,Kanske2010,1.984127,wick,core,TRUE,hack_llm_translation
Hüfte,0.755,1,Kanske2010,1.984127,hip,core,TRUE,hack_llm_translation
Sand,0.755,1,Kanske2010,1.984127,sand,core,TRUE,hack_llm_translation
Gebäck,0.752,1,Kanske2010,2,pastry,core,TRUE,hack_llm_translation
Kristall,0.752,1,Kanske2010,2,crystal,core,TRUE,hack_llm_translation
Urne,0.752,1,Kanske2010,2,urn,core,TRUE,hack_llm_translation
Blase,0.7485,1,Kanske2010,2.015873,bladder,core,TRUE,hack_llm_translation
Blatt,0.7485,1,Kanske2010,2.015873,leaf,core,TRUE,hack_llm_translation
Garn,0.7485,1,Kanske2010,2.015873,yarn,core,TRUE,hack_llm_translation
Säule,0.7485,1,Kanske2010,2.015873,pillar,core,TRUE,hack_llm_translation
Kippe,0.7455,1,Kanske2010,2.016129,cigarette butt,core,TRUE,hack_llm_translation
Körper,0.7455,1,Kanske2010,2.016129,body,core,TRUE,hack_llm_translation
Hafen,0.744,1,Kanske2010,2.016393,harbor,core,TRUE,hack_llm_translation
Bach,0.7405,1,Kanske2010,2.031746,stream,core,TRUE,hack_llm_translation
Dessert,0.7405,1,Kanske2010,2.031746,dessert,core,TRUE,hack_llm_translation
Glied,0.7405,1,Kanske2010,2.031746,limb,core,TRUE,hack_llm_translation
Hintern,0.7405,1,Kanske2010,2.031746,buttocks,core,TRUE,hack_llm_translation
Magen,0.7405,1,Kanske2010,2.031746,stomach,core,TRUE,hack_llm_translation
Sauna,0.7405,1,Kanske2010,2.031746,sauna,core,TRUE,hack_llm_translation
Alge,0.7365,1,Kanske2010,2.032258,algae,core,TRUE,hack_llm_translation
Perle,0.7365,1,Kanske2010,2.032258,pearl,core,TRUE,hack_llm_translation
Sekt,0.735,1,Kanske2010,2.032787,sparkling wine,core,TRUE,hack_llm_translation
Laden,0.733,1,Kanske2010,2.047619,shop,core,TRUE,hack_llm_translation
Speichel,0.733,1,Kanske2010,2.047619,saliva,core,TRUE,hack_llm_translation
Spucke,0.733,1,Kanske2010,2.047619,spit,core,TRUE,hack_llm_translation
Blinker,0.7305,1,Kanske2010,2.048387,turn signal,core,TRUE,hack_llm_translation
Muskel,0.7305,1,Kanske2010,2.048387,muscle,core,TRUE,hack_llm_translation
Gebüsch,0.728,1,Kanske2010,2.063492,bushes,core,TRUE,hack_llm_translation
Holz,0.728,1,Kanske2010,2.063492,wood,core,TRUE,hack_llm_translation
Wanze,0.728,1,Kanske2010,2.063492,bug,core,TRUE,hack_llm_translation
Anzug,0.7255,1,Kanske2010,2.064516,suit,core,TRUE,hack_llm_translation
Schiene,0.7255,1,Kanske2010,2.064516,rail,core,TRUE,hack_llm_translation
Bombe,0.7225,1,Kanske2010,2.079365,bomb,core,TRUE,hack_llm_translation
Kralle,0.7225,1,Kanske2010,2.079365,claw,core,TRUE,hack_llm_translation
Stufe,0.7225,1,Kanske2010,2.079365,step,core,TRUE,hack_llm_translation
Suppe,0.7225,1,Kanske2010,2.079365,soup,core,TRUE,hack_llm_translation
Bauch,0.719,1,Kanske2010,2.095238,belly,core,TRUE,hack_llm_translation
Made,0.719,1,Kanske2010,2.095238,maggot,core,TRUE,hack_llm_translation
Murmel,0.719,1,Kanske2010,2.095238,marble,core,TRUE,hack_llm_translation
Klinik,0.7165,1,Kanske2010,2.096774,clinic,core,TRUE,hack_llm_translation
Leder,0.7165,1,Kanske2010,2.096774,leather,core,TRUE,hack_llm_translation
Baby,0.714,1,Kanske2010,2.111111,baby,core,TRUE,hack_llm_translation
Narbe,0.714,1,Kanske2010,2.111111,scar,core,TRUE,hack_llm_translation
Packung,0.714,1,Kanske2010,2.111111,package,core,TRUE,hack_llm_translation
Fessel,0.7115,1,Kanske2010,2.114754,ankle,core,TRUE,hack_llm_translation
Folie,0.7115,1,Kanske2010,2.114754,foil,core,TRUE,hack_llm_translation
Stahl,0.71,1,Kanske2010,2.129032,steel,core,TRUE,hack_llm_translation
Gondel,0.709,1,Kanske2010,2.142857,gondola,core,TRUE,hack_llm_translation
Kachel,0.7075,1,Kanske2010,2.145161,tile,core,TRUE,hack_llm_translation
Schmuck,0.7075,1,Kanske2010,2.145161,jewelry,core,TRUE,hack_llm_translation
Gipfel,0.706,1,Kanske2010,2.147541,summit,core,TRUE,hack_llm_translation
Dorf,0.7035,1,Kanske2010,2.15873,village,core,TRUE,hack_llm_translation
Flinte,0.7035,1,Kanske2010,2.15873,shotgun,core,TRUE,hack_llm_translation
Milben,0.7035,1,Kanske2010,2.15873,mites,core,TRUE,hack_llm_translation
Sockel,0.7035,1,Kanske2010,2.15873,pedestal,core,TRUE,hack_llm_translation
Tennis,0.7005,1,Kanske2010,2.16129,tennis,core,TRUE,hack_llm_translation
Zimt,0.7005,1,Kanske2010,2.16129,cinnamon,core,TRUE,hack_llm_translation
Herz,0.699,1,Kanske2010,2.177419,heart,core,TRUE,hack_llm_translation
Binde,0.6975,1,Kanske2010,2.190476,bandage,core,TRUE,hack_llm_translation
Braut,0.6975,1,Kanske2010,2.190476,bride,core,TRUE,hack_llm_translation
Knüppel,0.6955,1,Kanske2010,2.193548,club,core,TRUE,hack_llm_translation
Selters,0.6955,1,Kanske2010,2.193548,seltzer water,core,TRUE,hack_llm_translation
Filter,0.6935,1,Kanske2010,2.206349,filter,core,TRUE,hack_llm_translation
Gruft,0.6935,1,Kanske2010,2.206349,crypt,core,TRUE,hack_llm_translation
Aufzug,0.6915,1,Kanske2010,2.209677,elevator,core,TRUE,hack_llm_translation
Hengst,0.6915,1,Kanske2010,2.209677,stallion,core,TRUE,hack_llm_translation
Eisen,0.6895,1,Kanske2010,2.213115,iron,core,TRUE,hack_llm_translation
Kern,0.6895,1,Kanske2010,2.213115,core,core,TRUE,hack_llm_translation
Kuppel,0.6865,1,Kanske2010,2.222222,dome,core,TRUE,hack_llm_translation
Rasen,0.6865,1,Kanske2010,2.222222,lawn,core,TRUE,hack_llm_translation
Rechner,0.6865,1,Kanske2010,2.222222,calculator,core,TRUE,hack_llm_translation
Urin,0.6865,1,Kanske2010,2.222222,urine,core,TRUE,hack_llm_translation
Gesicht,0.684,1,Kanske2010,2.225807,face,core,TRUE,hack_llm_translation
Zimmer,0.683,1,Kanske2010,2.238095,room,core,TRUE,hack_llm_translation
Kräuter,0.6815,1,Kanske2010,2.241936,herbs,core,TRUE,hack_llm_translation
Reptil,0.6815,1,Kanske2010,2.241936,reptile,core,TRUE,hack_llm_translation
Meer,0.6795,1,Kanske2010,2.253968,sea,core,TRUE,hack_llm_translation
Plane,0.6795,1,Kanske2010,2.253968,tarp,core,TRUE,hack_llm_translation
Faser,0.6765,1,Kanske2010,2.269841,fiber,core,TRUE,hack_llm_translation
Pisse,0.6765,1,Kanske2010,2.269841,piss,core,TRUE,hack_llm_translation
Saphir,0.6765,1,Kanske2010,2.269841,sapphire,core,TRUE,hack_llm_translation
