word,mean_percentile,n_sources,sources,mean_raw_concreteness,gloss_english,tier,selected,gloss_source
胃,0.982993197278912,1,Su2023,6.4211,stomach,core,TRUE,hack_llm_translation
腿,0.982993197278912,1,Su2023,6.4211,leg,core,TRUE,hack_llm_translation
茶,0.982993197278912,1,Su2023,6.4211,tea,core,TRUE,hack_llm_translation
蕉,0.982993197278912,1,Su2023,6.4211,banana,core,TRUE,hack_llm_translation
藥,0.982993197278912,1,Su2023,6.4211,medicine,core,TRUE,hack_llm_translation
鯨,0.982993197278912,1,Su2023,6.4211,whale,core,TRUE,hack_llm_translation
火,0.979949874686717,1,Su2023,6.4,fire,core,TRUE,hack_llm_translation
蔥,0.979949874686717,1,Su2023,6.4,onion,core,TRUE,hack_llm_translation
酒,0.979949874686717,1,Su2023,6.4,alcohol,core,TRUE,hack_llm_translation
鵝,0.979949874686717,1,Su2023,6.4,goose,core,TRUE,hack_llm_translation
麵,0.979949874686717,1,Su2023,6.4,noodle,core,TRUE,hack_llm_translation
山,0.978338703902614,1,Su2023,6.3684,mountain,core,TRUE,hack_llm_translation
沙,0.978338703902614,1,Su2023,6.3684,sand,core,TRUE,hack_llm_translation
窗,0.978338703902614,1,Su2023,6.3684,window,core,TRUE,hack_llm_translation
鷹,0.978338703902614,1,Su2023,6.3684,eagle,core,TRUE,hack_llm_translation
筆,0.977443609022556,1,Su2023,6.35,pen,core,TRUE,hack_llm_translation
燈,0.975832438238453,1,Su2023,6.3158,lamp,core,TRUE,hack_llm_translation
肺,0.975832438238453,1,Su2023,6.3158,lung,core,TRUE,hack_llm_translation
腎,0.975832438238453,1,Su2023,6.3158,kidney,core,TRUE,hack_llm_translation
腦,0.975832438238453,1,Su2023,6.3158,brain,core,TRUE,hack_llm_translation
菜,0.975832438238453,1,Su2023,6.3158,vegetable,core,TRUE,hack_llm_translation
葱,0.975832438238453,1,Su2023,6.3158,onion,core,TRUE,hack_llm_translation
血,0.975832438238453,1,Su2023,6.3158,blood,core,TRUE,hack_llm_translation
頸,0.975832438238453,1,Su2023,6.3158,neck,core,TRUE,hack_llm_translation
傘,0.973684210526316,1,Su2023,6.3,umbrella,core,TRUE,hack_llm_translation
桃,0.973684210526316,1,Su2023,6.3,peach,core,TRUE,hack_llm_translation
河,0.973684210526316,1,Su2023,6.3,river,core,TRUE,hack_llm_translation
蟲,0.973684210526316,1,Su2023,6.3,insect,core,TRUE,hack_llm_translation
島,0.97171500179019,1,Su2023,6.2632,island,core,TRUE,hack_llm_translation
槍,0.97171500179019,1,Su2023,6.2632,gun,core,TRUE,hack_llm_translation
狐,0.97171500179019,1,Su2023,6.2632,fox,core,TRUE,hack_llm_translation
笑,0.97171500179019,1,Su2023,6.2632,smile,core,TRUE,hack_llm_translation
箭,0.97171500179019,1,Su2023,6.2632,arrow,core,TRUE,hack_llm_translation
蟬,0.97171500179019,1,Su2023,6.2632,cicada,core,TRUE,hack_llm_translation
餅,0.97171500179019,1,Su2023,6.2632,cake,core,TRUE,hack_llm_translation
湖,0.970103831006087,1,Su2023,6.25,lake,core,TRUE,hack_llm_translation
肉,0.970103831006087,1,Su2023,6.25,meat,core,TRUE,hack_llm_translation
女,0.969029717150018,1,Su2023,6.2105,woman,core,TRUE,hack_llm_translation
腰,0.969029717150018,1,Su2023,6.2105,waist,core,TRUE,hack_llm_translation
蛙,0.969029717150018,1,Su2023,6.2105,frog,core,TRUE,hack_llm_translation
霧,0.969029717150018,1,Su2023,6.2105,fog,core,TRUE,hack_llm_translation
人,0.967418546365915,1,Su2023,6.2,person,core,TRUE,hack_llm_translation
墓,0.967418546365915,1,Su2023,6.2,grave,core,TRUE,hack_llm_translation
弓,0.967418546365915,1,Su2023,6.2,bow,core,TRUE,hack_llm_translation
拳,0.967418546365915,1,Su2023,6.2,fist,core,TRUE,hack_llm_translation
淚,0.967418546365915,1,Su2023,6.2,tear,core,TRUE,hack_llm_translation
犬,0.965986394557823,1,Su2023,6.1579,dog,core,TRUE,hack_llm_translation
莓,0.965986394557823,1,Su2023,6.1579,berry,core,TRUE,hack_llm_translation
醋,0.965986394557823,1,Su2023,6.1579,vinegar,core,TRUE,hack_llm_translation
月,0.96437522377372,1,Su2023,6.15,moon,core,TRUE,hack_llm_translation
爪,0.96437522377372,1,Su2023,6.15,claw,core,TRUE,hack_llm_translation
籠,0.96437522377372,1,Su2023,6.15,cage,core,TRUE,hack_llm_translation
脖,0.96437522377372,1,Su2023,6.15,neck,core,TRUE,hack_llm_translation
鍋,0.96437522377372,1,Su2023,6.15,pot,core,TRUE,hack_llm_translation
鯊,0.96437522377372,1,Su2023,6.15,shark,core,TRUE,hack_llm_translation
桌,0.962047977085571,1,Su2023,6.1053,table,core,TRUE,hack_llm_translation
肚,0.962047977085571,1,Su2023,6.1053,belly,core,TRUE,hack_llm_translation
腸,0.962047977085571,1,Su2023,6.1053,intestine,core,TRUE,hack_llm_translation
膝,0.962047977085571,1,Su2023,6.1053,knee,core,TRUE,hack_llm_translation
舌,0.962047977085571,1,Su2023,6.1053,tongue,core,TRUE,hack_llm_translation
賊,0.962047977085571,1,Su2023,6.1053,thief,core,TRUE,hack_llm_translation
鹽,0.962047977085571,1,Su2023,6.1053,salt,core,TRUE,hack_llm_translation
媽,0.959183673469388,1,Su2023,6.1,mom,core,TRUE,hack_llm_translation
心,0.959183673469388,1,Su2023,6.1,heart,core,TRUE,hack_llm_translation
斧,0.959183673469388,1,Su2023,6.1,axe,core,TRUE,hack_llm_translation
橋,0.959183673469388,1,Su2023,6.1,bridge,core,TRUE,hack_llm_translation
盾,0.959183673469388,1,Su2023,6.1,shield,core,TRUE,hack_llm_translation
薑,0.959183673469388,1,Su2023,6.1,ginger,core,TRUE,hack_llm_translation
蟻,0.959183673469388,1,Su2023,6.1,ant,core,TRUE,hack_llm_translation
針,0.959183673469388,1,Su2023,6.1,needle,core,TRUE,hack_llm_translation
髮,0.959183673469388,1,Su2023,6.1,hair,core,TRUE,hack_llm_translation
廟,0.956140350877193,1,Su2023,6.0526,temple,core,TRUE,hack_llm_translation
炭,0.956140350877193,1,Su2023,6.0526,charcoal,core,TRUE,hack_llm_translation
疤,0.956140350877193,1,Su2023,6.0526,scar,core,TRUE,hack_llm_translation
紙,0.956140350877193,1,Su2023,6.0526,paper,core,TRUE,hack_llm_translation
腹,0.956140350877193,1,Su2023,6.0526,abdomen,core,TRUE,hack_llm_translation
蜆,0.956140350877193,1,Su2023,6.0526,clam,core,TRUE,hack_llm_translation
袋,0.956140350877193,1,Su2023,6.0526,bag,core,TRUE,hack_llm_translation
襪,0.956140350877193,1,Su2023,6.0526,sock,core,TRUE,hack_llm_translation
扇,0.95327604726101,1,Su2023,6.05,fan,core,TRUE,hack_llm_translation
桔,0.95327604726101,1,Su2023,6.05,tangerine,core,TRUE,hack_llm_translation
椅,0.95327604726101,1,Su2023,6.05,chair,core,TRUE,hack_llm_translation
櫈,0.95327604726101,1,Su2023,6.05,stool,core,TRUE,hack_llm_translation
牆,0.95327604726101,1,Su2023,6.05,wall,core,TRUE,hack_llm_translation
罐,0.95327604726101,1,Su2023,6.05,jar,core,TRUE,hack_llm_translation
胸,0.95327604726101,1,Su2023,6.05,chest,core,TRUE,hack_llm_translation
骨,0.95327604726101,1,Su2023,6.05,bone,core,TRUE,hack_llm_translation
奶,0.950232724668815,1,Su2023,6,milk,core,TRUE,hack_llm_translation
桶,0.950232724668815,1,Su2023,6,bucket,core,TRUE,hack_llm_translation
棍,0.950232724668815,1,Su2023,6,stick,core,TRUE,hack_llm_translation
洞,0.950232724668815,1,Su2023,6,hole,core,TRUE,hack_llm_translation
猩,0.950232724668815,1,Su2023,6,orangutan,core,TRUE,hack_llm_translation
碟,0.950232724668815,1,Su2023,6,plate,core,TRUE,hack_llm_translation
肩,0.950232724668815,1,Su2023,6,shoulder,core,TRUE,hack_llm_translation
蠔,0.950232724668815,1,Su2023,6,oyster,core,TRUE,hack_llm_translation
鞭,0.950232724668815,1,Su2023,6,whip,core,TRUE,hack_llm_translation
天,0.947010383100609,1,Su2023,5.95,sky,core,TRUE,hack_llm_translation
崖,0.947010383100609,1,Su2023,5.95,cliff,core,TRUE,hack_llm_translation
櫃,0.947010383100609,1,Su2023,5.95,cabinet,core,TRUE,hack_llm_translation
泥,0.947010383100609,1,Su2023,5.95,mud,core,TRUE,hack_llm_translation
瓜,0.947010383100609,1,Su2023,5.95,melon,core,TRUE,hack_llm_translation
磚,0.947010383100609,1,Su2023,5.95,brick,core,TRUE,hack_llm_translation
蝶,0.947010383100609,1,Su2023,5.95,butterfly,core,TRUE,hack_llm_translation
靴,0.947010383100609,1,Su2023,5.95,boot,core,TRUE,hack_llm_translation
黑,0.947010383100609,1,Su2023,5.95,black,core,TRUE,hack_llm_translation
橘,0.945041174364483,1,Su2023,5.9474,tangerine,core,TRUE,hack_llm_translation
牀,0.945041174364483,1,Su2023,5.9474,bed,core,TRUE,hack_llm_translation
凳,0.942892946652345,1,Su2023,5.9,stool,core,TRUE,hack_llm_translation
梯,0.942892946652345,1,Su2023,5.9,ladder,core,TRUE,hack_llm_translation
油,0.942892946652345,1,Su2023,5.9,oil,core,TRUE,hack_llm_translation
男,0.942892946652345,1,Su2023,5.9,man,core,TRUE,hack_llm_translation
糕,0.942892946652345,1,Su2023,5.9,cake,core,TRUE,hack_llm_translation
臂,0.942892946652345,1,Su2023,5.9,arm,core,TRUE,hack_llm_translation
舟,0.942892946652345,1,Su2023,5.9,boat,core,TRUE,hack_llm_translation
蒜,0.942892946652345,1,Su2023,5.9,garlic,core,TRUE,hack_llm_translation
錶,0.942892946652345,1,Su2023,5.9,watch,core,TRUE,hack_llm_translation
雀,0.942892946652345,1,Su2023,5.9,sparrow,core,TRUE,hack_llm_translation
凹,0.940028643036162,1,Su2023,5.8947,dent,core,TRUE,hack_llm_translation
簿,0.940028643036162,1,Su2023,5.8947,notebook,core,TRUE,hack_llm_translation
舞,0.940028643036162,1,Su2023,5.8947,dance,core,TRUE,hack_llm_translation
蠶,0.940028643036162,1,Su2023,5.8947,silkworm,core,TRUE,hack_llm_translation
釘,0.940028643036162,1,Su2023,5.8947,nail,core,TRUE,hack_llm_translation
錘,0.940028643036162,1,Su2023,5.8947,hammer,core,TRUE,hack_llm_translation
尿,0.938059434300036,1,Su2023,5.85,urine,core,TRUE,hack_llm_translation
煙,0.938059434300036,1,Su2023,5.85,smoke,core,TRUE,hack_llm_translation
笛,0.938059434300036,1,Su2023,5.85,flute,core,TRUE,hack_llm_translation
鎖,0.938059434300036,1,Su2023,5.85,lock,core,TRUE,hack_llm_translation
鱷,0.938059434300036,1,Su2023,5.85,crocodile,core,TRUE,hack_llm_translation
翅,0.936627282491944,1,Su2023,5.8421,wing,core,TRUE,hack_llm_translation
芽,0.936627282491944,1,Su2023,5.8421,sprout,core,TRUE,hack_llm_translation
鬍,0.936627282491944,1,Su2023,5.8421,beard,core,TRUE,hack_llm_translation
柑,0.935553168635875,1,Su2023,5.8,mandarin orange,core,TRUE,hack_llm_translation
母,0.935553168635875,1,Su2023,5.8,mother,core,TRUE,hack_llm_translation
跑,0.935553168635875,1,Su2023,5.8,run,core,TRUE,hack_llm_translation
杖,0.934300035803795,1,Su2023,5.7895,cane,core,TRUE,hack_llm_translation
柱,0.934300035803795,1,Su2023,5.7895,pillar,core,TRUE,hack_llm_translation
痣,0.934300035803795,1,Su2023,5.7895,mole,core,TRUE,hack_llm_translation
肥,0.934300035803795,1,Su2023,5.7895,fat,core,TRUE,hack_llm_translation
壺,0.930898675259577,1,Su2023,5.75,kettle,core,TRUE,hack_llm_translation
寺,0.930898675259577,1,Su2023,5.75,temple,core,TRUE,hack_llm_translation
弦,0.930898675259577,1,Su2023,5.75,string,core,TRUE,hack_llm_translation
枕,0.930898675259577,1,Su2023,5.75,pillow,core,TRUE,hack_llm_translation
棗,0.930898675259577,1,Su2023,5.75,jujube,core,TRUE,hack_llm_translation
櫻,0.930898675259577,1,Su2023,5.75,cherry blossom,core,TRUE,hack_llm_translation
煎,0.930898675259577,1,Su2023,5.75,fry,core,TRUE,hack_llm_translation
球,0.930898675259577,1,Su2023,5.75,ball,core,TRUE,hack_llm_translation
痘,0.930898675259577,1,Su2023,5.75,pimple,core,TRUE,hack_llm_translation
禿,0.930898675259577,1,Su2023,5.75,bald,core,TRUE,hack_llm_translation
簾,0.930898675259577,1,Su2023,5.75,curtain,core,TRUE,hack_llm_translation
蠅,0.930898675259577,1,Su2023,5.75,fly,core,TRUE,hack_llm_translation
衫,0.930898675259577,1,Su2023,5.75,shirt,core,TRUE,hack_llm_translation
跪,0.930898675259577,1,Su2023,5.75,kneel,core,TRUE,hack_llm_translation
鼓,0.930898675259577,1,Su2023,5.75,drum,core,TRUE,hack_llm_translation
尾,0.92749731471536,1,Su2023,5.7368,tail,core,TRUE,hack_llm_translation
閘,0.92749731471536,1,Su2023,5.7368,gate,core,TRUE,hack_llm_translation
鰻,0.92749731471536,1,Su2023,5.7368,eel,core,TRUE,hack_llm_translation
鱗,0.92749731471536,1,Su2023,5.7368,scale,core,TRUE,hack_llm_translation
棋,0.926065162907268,1,Su2023,5.7,chess,core,TRUE,hack_llm_translation
票,0.926065162907268,1,Su2023,5.7,ticket,core,TRUE,hack_llm_translation
艇,0.926065162907268,1,Su2023,5.7,boat,core,TRUE,hack_llm_translation
釵,0.926065162907268,1,Su2023,5.7,hairpin,core,TRUE,hack_llm_translation
塔,0.924274973147154,1,Su2023,5.6842,tower,core,TRUE,hack_llm_translation
灘,0.924274973147154,1,Su2023,5.6842,beach,core,TRUE,hack_llm_translation
炸,0.924274973147154,1,Su2023,5.6842,fry,core,TRUE,hack_llm_translation
蠍,0.924274973147154,1,Su2023,5.6842,scorpion,core,TRUE,hack_llm_translation
釣,0.924274973147154,1,Su2023,5.6842,angling,core,TRUE,hack_llm_translation
魷,0.924274973147154,1,Su2023,5.6842,squid,core,TRUE,hack_llm_translation
吻,0.921589688506982,1,Su2023,5.65,kiss,core,TRUE,hack_llm_translation
槌,0.921589688506982,1,Su2023,5.65,mallet,core,TRUE,hack_llm_translation
猿,0.921589688506982,1,Su2023,5.65,ape,core,TRUE,hack_llm_translation
稻,0.921589688506982,1,Su2023,5.65,rice plant,core,TRUE,hack_llm_translation
綠,0.921589688506982,1,Su2023,5.65,green,core,TRUE,hack_llm_translation
缸,0.921589688506982,1,Su2023,5.65,tank,core,TRUE,hack_llm_translation
電,0.921589688506982,1,Su2023,5.65,electricity,core,TRUE,hack_llm_translation
餃,0.921589688506982,1,Su2023,5.65,dumpling,core,TRUE,hack_llm_translation
鬼,0.921589688506982,1,Su2023,5.65,ghost,core,TRUE,hack_llm_translation
光,0.919083422842821,1,Su2023,5.6316,light,core,TRUE,hack_llm_translation
城,0.919083422842821,1,Su2023,5.6316,city,core,TRUE,hack_llm_translation
嬰,0.919083422842821,1,Su2023,5.6316,infant,core,TRUE,hack_llm_translation
軌,0.919083422842821,1,Su2023,5.6316,rail,core,TRUE,hack_llm_translation
餸,0.919083422842821,1,Su2023,5.6316,dish,core,TRUE,hack_llm_translation
幣,0.916040100250627,1,Su2023,5.6,currency,core,TRUE,hack_llm_translation
枱,0.916040100250627,1,Su2023,5.6,table,core,TRUE,hack_llm_translation
樽,0.916040100250627,1,Su2023,5.6,bottle,core,TRUE,hack_llm_translation
爹,0.916040100250627,1,Su2023,5.6,dad,core,TRUE,hack_llm_translation
璧,0.916040100250627,1,Su2023,5.6,jade disc,core,TRUE,hack_llm_translation
腫,0.916040100250627,1,Su2023,5.6,swelling,core,TRUE,hack_llm_translation
臀,0.916040100250627,1,Su2023,5.6,buttocks,core,TRUE,hack_llm_translation
蠟,0.916040100250627,1,Su2023,5.6,wax,core,TRUE,hack_llm_translation
角,0.916040100250627,1,Su2023,5.6,horn,core,TRUE,hack_llm_translation
醬,0.916040100250627,1,Su2023,5.6,sauce,core,TRUE,hack_llm_translation
鵰,0.916040100250627,1,Su2023,5.6,eagle,core,TRUE,hack_llm_translation
鷗,0.916040100250627,1,Su2023,5.6,seagull,core,TRUE,hack_llm_translation
喉,0.912996777658432,1,Su2023,5.5789,throat,core,TRUE,hack_llm_translation
屁,0.912996777658432,1,Su2023,5.5789,fart,core,TRUE,hack_llm_translation
瓶,0.912996777658432,1,Su2023,5.5789,bottle,core,TRUE,hack_llm_translation
窿,0.912996777658432,1,Su2023,5.5789,hole,core,TRUE,hack_llm_translation
鑊,0.912996777658432,1,Su2023,5.5789,wok,core,TRUE,hack_llm_translation
叉,0.909953455066237,1,Su2023,5.55,fork,core,TRUE,hack_llm_translation
家,0.909953455066237,1,Su2023,5.55,home,core,TRUE,hack_llm_translation
廁,0.909953455066237,1,Su2023,5.55,toilet,core,TRUE,hack_llm_translation
椒,0.909953455066237,1,Su2023,5.55,pepper,core,TRUE,hack_llm_translation
牢,0.909953455066237,1,Su2023,5.55,prison,core,TRUE,hack_llm_translation
盒,0.909953455066237,1,Su2023,5.55,box,core,TRUE,hack_llm_translation
胖,0.909953455066237,1,Su2023,5.55,fat,core,TRUE,hack_llm_translation
膚,0.909953455066237,1,Su2023,5.55,skin,core,TRUE,hack_llm_translation
蔗,0.909953455066237,1,Su2023,5.55,sugarcane,core,TRUE,hack_llm_translation
足,0.909953455066237,1,Su2023,5.55,foot,core,TRUE,hack_llm_translation
鎚,0.909953455066237,1,Su2023,5.55,hammer,core,TRUE,hack_llm_translation
鏟,0.909953455066237,1,Su2023,5.55,shovel,core,TRUE,hack_llm_translation
卷,0.906910132474042,1,Su2023,5.5263,roll,core,TRUE,hack_llm_translation
宴,0.906910132474042,1,Su2023,5.5263,banquet,core,TRUE,hack_llm_translation
瘡,0.906910132474042,1,Su2023,5.5263,sore,core,TRUE,hack_llm_translation
盆,0.906910132474042,1,Su2023,5.5263,basin,core,TRUE,hack_llm_translation
銀,0.906910132474042,1,Su2023,5.5263,silver,core,TRUE,hack_llm_translation
孕,0.904582885785893,1,Su2023,5.5,pregnancy,core,TRUE,hack_llm_translation
巷,0.904582885785893,1,Su2023,5.5,alley,core,TRUE,hack_llm_translation
渠,0.904582885785893,1,Su2023,5.5,drain,core,TRUE,hack_llm_translation
爸,0.904582885785893,1,Su2023,5.5,dad,core,TRUE,hack_llm_translation
筷,0.904582885785893,1,Su2023,5.5,chopsticks,core,TRUE,hack_llm_translation
蹄,0.904582885785893,1,Su2023,5.5,hoof,core,TRUE,hack_llm_translation
蹲,0.904582885785893,1,Su2023,5.5,squat,core,TRUE,hack_llm_translation
鸚,0.904582885785893,1,Su2023,5.5,parrot,core,TRUE,hack_llm_translation
浪,0.902792696025779,1,Su2023,5.4737,wave,core,TRUE,hack_llm_translation
骸,0.902792696025779,1,Su2023,5.4737,skeleton,core,TRUE,hack_llm_translation
丸,0.899391335481561,1,Su2023,5.45,pill,core,TRUE,hack_llm_translation
佛,0.899391335481561,1,Su2023,5.45,buddha,core,TRUE,hack_llm_translation
兵,0.899391335481561,1,Su2023,5.45,soldier,core,TRUE,hack_llm_translation
吹,0.899391335481561,1,Su2023,5.45,blow,core,TRUE,hack_llm_translation
姐,0.899391335481561,1,Su2023,5.45,sister,core,TRUE,hack_llm_translation
嬸,0.899391335481561,1,Su2023,5.45,aunt,core,TRUE,hack_llm_translation
尺,0.899391335481561,1,Su2023,5.45,ruler,core,TRUE,hack_llm_translation
樓,0.899391335481561,1,Su2023,5.45,building,core,TRUE,hack_llm_translation
父,0.899391335481561,1,Su2023,5.45,father,core,TRUE,hack_llm_translation
紅,0.899391335481561,1,Su2023,5.45,red,core,TRUE,hack_llm_translation
腕,0.899391335481561,1,Su2023,5.45,wrist,core,TRUE,hack_llm_translation
艦,0.899391335481561,1,Su2023,5.45,warship,core,TRUE,hack_llm_translation
鈴,0.899391335481561,1,Su2023,5.45,bell,core,TRUE,hack_llm_translation
鋼,0.899391335481561,1,Su2023,5.45,steel,core,TRUE,hack_llm_translation
食,0.899391335481561,1,Su2023,5.45,food,core,TRUE,hack_llm_translation
鬚,0.899391335481561,1,Su2023,5.45,beard,core,TRUE,hack_llm_translation
鴉,0.899391335481561,1,Su2023,5.45,crow,core,TRUE,hack_llm_translation
摺,0.895094880057286,1,Su2023,5.4211,fold,core,TRUE,hack_llm_translation
燭,0.895094880057286,1,Su2023,5.4211,candle,core,TRUE,hack_llm_translation
獎,0.895094880057286,1,Su2023,5.4211,prize,core,TRUE,hack_llm_translation
脊,0.895094880057286,1,Su2023,5.4211,spine,core,TRUE,hack_llm_translation
腮,0.895094880057286,1,Su2023,5.4211,cheek,core,TRUE,hack_llm_translation
蛾,0.895094880057286,1,Su2023,5.4211,moth,core,TRUE,hack_llm_translation
頰,0.895094880057286,1,Su2023,5.4211,cheek,core,TRUE,hack_llm_translation
卵,0.890977443609023,1,Su2023,5.4,egg,core,TRUE,hack_llm_translation
姊,0.890977443609023,1,Su2023,5.4,sister,core,TRUE,hack_llm_translation
巾,0.890977443609023,1,Su2023,5.4,towel,core,TRUE,hack_llm_translation
弟,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
房,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
棺,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
煲,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
紫,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
線,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
聾,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
背,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
藍,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
蛹,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
街,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
鈎,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
墨,0.890977443609023,1,Su2023,5.4,NA,core,TRUE,
斬,0.887218045112782,1,Su2023,5.3684,NA,core,TRUE,
箏,0.887218045112782,1,Su2023,5.3684,NA,core,TRUE,
罵,0.887218045112782,1,Su2023,5.3684,NA,core,TRUE,
餡,0.887218045112782,1,Su2023,5.3684,NA,core,TRUE,
鰭,0.887218045112782,1,Su2023,5.3684,NA,core,TRUE,
剃,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
咳,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
夜,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
婦,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
射,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
廳,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
板,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
欄,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
汗,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
燒,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
疹,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
痰,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
盔,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
瞳,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
膏,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
茄,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
雁,0.88327962764053,1,Su2023,5.35,NA,core,TRUE,
抬,0.879520229144289,1,Su2023,5.3158,NA,core,TRUE,
焗,0.879520229144289,1,Su2023,5.3158,NA,core,TRUE,
獄,0.879520229144289,1,Su2023,5.3158,NA,core,TRUE,
銹,0.879520229144289,1,Su2023,5.3158,NA,core,TRUE,
咬,0.876118868600072,1,Su2023,5.3,NA,core,TRUE,
