word_dutch,concrete_list,concrete_mean,concrete_sd,concrete_ratings_n,concrete_unknown_response_n,concrete_sample_n,aoa_list,aoa_sample_n,aoa_known_probability,aoa_mean,aoa_sd
badlaken,3,4.4,0.99,15,0,15,4,18,1,9.055555556,3.685779066
badmat,3,4.6,0.63,15,0,15,1,18,1,7.5,2.357715744
badmeester,4,4.07,0.83,14,1,15,2,20,0.95,8.210526316,3.660281522
badminton,4,4.53,0.64,15,0,15,3,18,1,7.944444444,1.589384721
badmuts,4,4.73,0.8,15,0,15,4,18,0.944444444,6.176470588,1.776066374
badpak,1,4.8,0.41,15,0,15,1,18,1,6.277777778,1.872574684
badplaats,1,4,0.93,15,0,15,2,20,1,9.3,3.010507913
badschuim,4,4.6,0.83,15,0,15,3,18,1,6.111111111,2.193275522
badstof,3,3.86,1.35,14,1,15,4,18,0.833333333,8.933333333,2.840187787
badwater,1,4.4,0.51,15,0,15,1,18,1,7.555555556,2.035630332
badzout,1,4.53,0.64,15,0,15,2,20,1,8.7,2.657660229
bagage,5,4.4,0.63,15,0,15,3,18,1,7.388888889,1.539246909
bagagedrager,2,4.67,0.62,15,0,15,4,18,1,9.444444444,3.033581115
bagagerek,1,4.73,0.46,15,0,15,1,18,1,9.166666667,2.549509757
bagageruimte,5,3.93,1.1,15,0,15,2,20,1,8.6,2.741494022
bagatel,3,1.9,1.29,10,5,15,3,18,0.944444444,13.05882353,2.967966228
bagatelliseren,3,2,1.13,12,3,15,4,18,0.833333333,13.13333333,3.461351236
bagger,4,3.33,1,9,6,15,1,18,0.888888889,12.875,3.324154028
baggeraar,2,3,1.41,11,4,15,1,18,0.666666667,11.25,3.3337121
baggeren,4,2.92,1.16,12,3,15,2,20,0.9,13.05555556,2.754081938
bah,3,2,1.57,14,1,15,3,18,1,3.333333333,1.495090003
bajes,1,4.36,0.67,11,4,15,4,18,0.888888889,11.1875,2.926174978
bajesklant,1,3.64,0.93,14,1,15,1,18,0.722222222,11.46153846,2.904461643
bajonet,5,4.31,1.03,13,2,15,2,20,0.85,12.23529412,2.727851988
bak,5,4.33,0.82,15,0,15,NA,NA,NA,NA,NA
bakbeest,3,2.2,1.03,10,5,15,3,18,0.5,11,3.807886553
bakblik,3,3.9,1.45,10,5,15,4,18,0.777777778,9.857142857,3.61316275
bakboord,2,3.2,1.08,15,0,15,1,18,0.944444444,9.764705882,2.681636901
bakeliet,1,4.4,0.97,10,5,15,2,20,0.7,12.92857143,2.234839031
baken,5,3.69,1.11,13,2,15,NA,NA,NA,NA,NA
baker,1,2,1.55,6,9,15,3,18,0.277777778,14,1.414213562
bakermat,3,2.14,1.1,14,1,15,4,18,0.888888889,12.5,3.483293461
bakerpraatje,4,2.11,0.93,9,6,15,1,18,0.611111111,10.90909091,2.46797672
bakfiets,3,4.73,0.46,15,0,15,2,20,1,10.05,2.928534751
bakkebaard,1,4.67,0.62,15,0,15,3,18,1,11.11111111,2.908180933
bakkeleien,3,2.36,1.43,11,4,15,4,18,0.833333333,11.73333333,3.011090611
bakken,1,4.53,0.52,15,0,15,NA,NA,NA,NA,NA
bakker,1,4.6,0.83,15,0,15,NA,NA,NA,NA,NA
bakkerij,4,4.67,0.62,15,0,15,1,18,1,6.333333333,2.086370335
bakkes,2,3.71,1.07,14,1,15,2,20,0.95,8.947368421,2.895853054
baklucht,2,3.33,1.15,12,3,15,3,18,1,10.05555556,2.732639797
bakmeel,4,4.73,0.8,15,0,15,4,18,0.944444444,9.117647059,2.689850204
bakpan,3,4.53,0.64,15,0,15,1,18,1,8.388888889,2.681941546
bakplaat,3,4.6,0.63,15,0,15,2,20,1,8.65,2.833539724
bakpoeder,3,4.27,0.8,15,0,15,3,18,1,10.33333333,4.910972109
baksel,3,3.2,1.21,15,0,15,4,18,0.944444444,9.941176471,2.946832796
baksteen,1,4.93,0.26,15,0,15,1,18,1,7.333333333,1.414213562
bakvis,3,3.2,1.32,15,0,15,2,20,1,10.3,2.773938868
bakzeil,3,3.77,1.01,13,2,15,3,18,0.777777778,11.85714286,3.134354132
bal,4,5,0,15,0,15,NA,NA,NA,NA,NA
balanceren,3,3.07,1.1,15,0,15,4,18,1,9.722222222,2.371536002
balans,3,2.33,0.98,15,0,15,NA,NA,NA,NA,NA
balatum,2,3,1.73,3,12,15,1,18,0.333333333,14.16666667,2.994439291
baldadig,2,1.75,0.75,12,3,15,2,20,0.8,11.8125,3.54436172
baldakijn,4,4.5,1.07,8,7,15,3,18,0.388888889,14.14285714,2.734262328
balein,4,4.14,1.46,7,8,15,4,18,0.722222222,12.46153846,2.846500325
balen,4,2.07,0.7,15,0,15,NA,NA,NA,NA,NA
balg,2,4.75,0.5,4,11,15,1,18,0.333333333,11,4.816637832
balie,3,3.6,0.99,15,0,15,NA,NA,NA,NA,NA
baliekluiver,1,3.5,1.91,4,11,15,2,20,0.15,16.33333333,6.658328118
baljurk,1,4.67,0.62,15,0,15,3,18,1,7.777777778,1.926763686
baljuw,3,3.25,1.49,8,7,15,4,18,0.5,14,3.041381265
balk,2,4.8,0.41,15,0,15,6,74,1,7.472972973,2.700699924
balken,1,4.73,0.59,15,0,15,1,18,0.944444444,8.647058824,2.892688552
balkenbrij,2,4,1.55,6,9,15,2,20,0.2,8.5,4.203173404
balkleed,2,4.15,0.8,13,2,15,3,18,0.944444444,8.588235294,2.959282504
balkon,3,4.6,0.63,15,0,15,NA,NA,NA,NA,NA
ballade,3,3,1.11,14,1,15,4,18,0.888888889,11.25,3.022140522
ballast,3,2.77,1.09,13,2,15,1,18,1,11.05555556,3.280463063
ballerina,2,4.33,0.9,15,0,15,2,20,1,7.2,3.819616955
ballet,4,4.36,0.84,14,1,15,3,18,1,6.555555556,1.464168996
balletje,3,4.47,0.83,15,0,15,4,18,1,4.833333333,2.617812288
balletles,4,4.07,0.59,15,0,15,1,18,1,6.888888889,1.711170528
balling,5,2,1.12,9,6,15,2,20,0.7,12.85714286,2.597547449
ballingschap,4,2.36,1.28,14,1,15,3,18,1,11.94444444,2.363253545
ballistiek,4,3,1.41,11,4,15,4,18,0.611111111,13.72727273,3.49545159
ballistisch,4,1.5,0.53,10,5,15,1,18,0.722222222,13.61538462,2.959123224
ballon,2,4.93,0.26,15,0,15,NA,NA,NA,NA,NA
ballpoint,4,4.5,0.71,10,5,15,2,20,0.95,9.473684211,3.549153593
balorig,2,1.67,1.15,3,12,15,3,18,0.333333333,16,6.066300355
balpen,5,4.73,0.59,15,0,15,NA,NA,NA,NA,NA
balsamiek,4,3.29,1.6,7,8,15,4,18,0.555555556,13.6,7.618690468
balsem,2,4.07,0.88,15,0,15,NA,NA,NA,NA,NA
balsemen,5,3.6,1.18,15,0,15,1,18,0.944444444,11.41176471,3.260728897
balspel,3,3.4,1.24,15,0,15,2,20,1,7.05,2.605156829
balsturig,5,2.67,1.15,3,12,15,3,18,0.333333333,12.83333333,2.926886856
balts,2,4,0,1,14,15,4,18,0.388888889,13,3.415650255
balustrade,2,4.6,0.63,15,0,15,1,18,1,11.33333333,2.497057091
balzaal,4,4.07,1.21,14,1,15,2,20,1,8.85,2.996050031
balzak,4,4.73,0.59,15,0,15,3,18,1,10.94444444,1.924217862
bamboe,1,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
bami,4,4.6,0.83,15,0,15,4,18,1,11.27777778,4.041047557
bamzaaien,2,2,1.73,3,12,15,1,18,0.166666667,12,2.645751311
ban,1,1.93,1.39,15,0,15,2,20,0.9,11.11111111,3.89402089
banaal,5,1.67,0.62,15,0,15,NA,NA,NA,NA,NA
banaan,4,5,0,15,0,15,2,20,1,4.45,2.684752267
banaliseren,3,1.73,1.03,15,0,15,3,18,0.944444444,13.41176471,2.209604702
banaliteit,4,1.6,0.74,15,0,15,4,18,1,12.22222222,2.755861252
bananenschil,5,4.67,0.9,15,0,15,1,18,1,6.277777778,1.994272846
banbliksem,4,3.1,1.37,10,5,15,2,20,0.25,11.4,2.792848009
bancair,3,1.83,1.27,12,3,15,3,18,0.722222222,12.15384615,2.577018751
band,2,4.27,1.16,15,0,15,NA,NA,NA,NA,NA
bandagist,4,3.56,1.24,9,6,15,4,18,0.833333333,12.93333333,2.96326718
bandbreedte,5,2.5,1.34,14,1,15,1,18,0.944444444,12.41176471,3.39224895
bandbreuk,4,3.15,1.14,13,2,15,2,20,0.7,11.78571429,2.455091144
bandeloos,5,2.46,1.2,13,2,15,3,18,0.833333333,10.73333333,2.120197655
banderol,2,2.71,1.38,7,8,15,4,18,0.333333333,10.5,4.324349662
bandiet,5,2.93,0.8,15,0,15,NA,NA,NA,NA,NA
bandje,4,4.4,0.74,15,0,15,1,18,1,7.222222222,1.957055278
bandopname,4,3.67,1.18,15,0,15,2,20,1,9.05,2.818640957
bandopnemer,3,4.6,0.63,15,0,15,3,18,1,8.944444444,2.436782407
bandrecorder,1,4.6,0.51,15,0,15,4,18,1,8.388888889,2.992911014
banen,3,2.93,1.27,14,1,15,1,18,1,8.5,2.662373996
bang,4,2.6,0.91,15,0,15,2,20,1,4.45,1.848897253
bangelijk,2,1.73,0.88,15,0,15,3,18,1,10.33333333,4.186814035
bangerd,5,2.07,1.16,15,0,15,4,18,1,7.888888889,3.251947632
bangerik,2,2.27,0.88,15,0,15,NA,NA,NA,NA,NA
bangig,2,2.13,1.13,8,7,15,3,18,0.5,10.66666667,3.464101615
bangmakerij,2,2.07,1.03,15,0,15,1,18,1,8.777777778,2.486565208
banier,5,3.79,0.97,14,1,15,2,20,0.5,10.8,2.936362073
banjeren,3,1.67,0.82,6,9,15,3,18,0.111111111,12.5,0.707106781
banjo,2,4.87,0.35,15,0,15,NA,NA,NA,NA,NA
bank,2,4.47,0.83,15,0,15,NA,NA,NA,NA,NA
bankafschrift,2,3.8,1.32,15,0,15,4,18,1,11.11111111,3.269986308
bankbiljet,1,4.87,0.35,15,0,15,1,18,1,8.277777778,2.468759049
banket,3,3.5,1.29,14,1,15,2,20,1,10.6,3.168928094
banketbakker,2,3.67,1.05,15,0,15,3,18,1,8.666666667,2.543735095
bankier,3,3.53,1.19,15,0,15,4,18,1,9.666666667,2.656844657
bankieren,3,2.47,1.19,15,0,15,1,18,1,10.66666667,2.47338777
bankkaart,5,4.53,0.92,15,0,15,2,20,1,8.1,2.314712668
bankkluis,5,4.53,0.92,15,0,15,3,18,1,9.388888889,2.379789632
bankoverval,2,3.6,0.83,15,0,15,4,18,1,8.611111111,2.546944857
bankpas,5,4.27,0.96,15,0,15,1,18,0.888888889,10.8125,2.561737691
bankrekening,2,3.07,1.44,15,0,15,2,20,1,9.45,3.068944615
bankroet,2,1.8,0.94,15,0,15,NA,NA,NA,NA,NA
bankroof,1,3.87,0.83,15,0,15,3,18,1,9.333333333,2.142016642
bankrover,4,3.87,0.83,15,0,15,4,18,1,8.722222222,2.420635686
bankschroef,1,4.53,0.74,15,0,15,1,18,0.722222222,11.23076923,2.554533426
bankstel,5,4.14,1.17,14,1,15,2,20,0.95,9.578947368,2.610146643
bankwezen,4,2.69,1.11,13,2,15,3,18,0.944444444,13,3.5
banneling,5,2.53,0.99,15,0,15,4,18,0.888888889,11.375,3.030401514
bannen,2,2.29,0.73,14,1,15,NA,NA,NA,NA,NA
banvloek,5,1.69,0.75,13,2,15,1,18,0.611111111,11.72727273,2.572582714
baptist,4,2.77,1.42,13,2,15,2,20,0.85,14.47058824,2.239353898
bar,1,4.4,0.51,15,0,15,NA,NA,NA,NA,NA
barak,1,4.08,1.08,12,3,15,NA,NA,NA,NA,NA
barbaar,3,2.6,1.12,15,0,15,NA,NA,NA,NA,NA
barbaars,3,2.33,1.05,15,0,15,3,18,1,10.5,2.955553098
barbecue,2,4.67,0.62,15,0,15,4,18,1,8.777777778,4.505624662
barbiepop,4,4.67,0.82,15,0,15,1,18,1,4.944444444,0.937595311
barbier,5,3.71,1.14,14,1,15,2,20,0.85,12.94117647,3.051036468
barbituraat,5,2.63,1.77,8,7,15,3,18,0.555555556,17.1,3.034981237
barcode,1,4.67,0.49,15,0,15,4,18,1,10.61111111,3.327936808
bard,2,3.67,0.52,6,9,15,1,18,0.388888889,9.571428571,3.207134903
bareel,5,4.64,0.63,14,1,15,2,20,0.9,12.16666667,4.259936481
barema,1,1.64,0.92,11,4,15,3,18,1,15.55555556,2.381848571
baren,3,3.4,1.18,15,0,15,NA,NA,NA,NA,NA
barenswee,4,3,1.22,9,6,15,4,18,0.666666667,11.58333333,3.028901191
baret,4,4.57,0.94,14,1,15,4,18,0.888888889,11.9375,3.172144385
bargoens,5,2.5,1.52,6,9,15,1,18,0.277777778,13.8,2.387467277
bariton,1,3.64,1.28,14,1,15,2,20,0.75,12.4,2.613153541
bark,2,4.25,0.5,4,11,15,1,18,0.277777778,10,2.236067977
barkeeper,1,4.33,0.62,15,0,15,3,18,1,12.05555556,3.189545832
barkruk,5,4.8,0.56,15,0,15,4,18,1,9.611111111,3.012501187
barman,5,3.8,1.08,15,0,15,1,18,1,9.777777778,2.712835624
barmeid,2,3.87,0.83,15,0,15,2,20,1,10.6,2.643761276
barmhartig,4,2,0.76,15,0,15,3,18,1,9.722222222,2.782414431
barmhartigheid,2,1.27,0.46,15,0,15,4,18,1,10.61111111,2.703785775
barnsteen,4,3.9,0.99,10,5,15,1,18,0.777777778,12.14285714,3.158800718
barok,1,3.07,1.39,15,0,15,NA,NA,NA,NA,NA
barometer,4,4.4,0.99,15,0,15,2,20,1,10.8,2.966479395
baron,5,3.2,1.15,15,0,15,NA,NA,NA,NA,NA
barones,4,3.47,1.25,15,0,15,3,18,1,8.777777778,2.129776447
baronie,2,1.5,0.58,4,11,15,4,18,0.666666667,13.33333333,3.312053286
barrage,2,3.13,1.36,8,7,15,1,18,0.722222222,11.38461538,2.785033259
barrels,3,3.5,1.76,6,9,15,2,20,0.35,10.14285714,3.716116765
barrevoets,1,3.92,0.9,12,3,15,3,18,0.833333333,9.466666667,3.602908878
barricade,3,3.53,0.92,15,0,15,4,18,1,10.88888889,3.027110618
barricaderen,2,3.73,1.03,15,0,15,1,18,1,11,2.869720216
barrière,2,3.4,1.24,15,0,15,2,20,0.95,10.52631579,2.715560533
bars,3,3,1.18,11,4,15,NA,NA,NA,NA,NA
barst,5,4.2,0.86,15,0,15,NA,NA,NA,NA,NA
barsten,3,3.87,0.92,15,0,15,NA,NA,NA,NA,NA
barzoi,2,4,1.41,2,13,15,3,18,0,NA,NA
bas,2,3.67,1.18,15,0,15,NA,NA,NA,NA,NA
basaal,4,1.93,1,14,1,15,4,18,0.944444444,14.11764706,3.018326377
basalt,2,3.88,1.36,8,7,15,1,18,0.666666667,12.16666667,3.639014186
bascule,1,4.29,1.11,7,8,15,2,20,0.7,11.21428571,2.455091144
base,2,2.92,1.5,13,2,15,3,18,0.888888889,14.75,1.290994449
baseball,2,4.53,0.74,15,0,15,4,18,1,9.611111111,2.592724864
baseren,2,1.73,0.59,15,0,15,1,18,1,10.94444444,2.12747357
basgitaar,4,4.8,0.56,15,0,15,2,20,1,10.4,3.315037509
basilicum,4,4.8,0.41,15,0,15,3,18,1,11.77777778,2.901430794
basiliek,4,4.47,0.64,15,0,15,4,18,0.944444444,11.23529412,2.948080133
basis,1,2.07,1.03,15,0,15,1,18,1,8.611111111,2.72545493
basisch,5,2.36,1.15,14,1,15,2,20,0.9,13.16666667,2.59524452
basisregel,3,1.73,0.8,15,0,15,3,18,1,8.888888889,2.348688968
basisschool,3,3.67,1.23,15,0,15,4,18,0.944444444,6.470588235,2.124783726
basket,2,4.13,1.06,15,0,15,1,18,1,7.388888889,1.819466272
basketbal,4,4.6,0.83,15,0,15,NA,NA,NA,NA,NA
basketballen,5,4.27,1.03,15,0,15,2,20,1,7.5,2.544343572
basketballer,3,3.93,0.8,15,0,15,3,18,1,7.722222222,1.67351534
basset,1,4.8,0.45,5,10,15,4,18,0.444444444,12.75,4.713203339
bassin,2,3.8,1.42,15,0,15,1,18,0.944444444,9.764705882,2.795742562
bassist,1,4.47,0.64,15,0,15,2,20,1,9.85,2.888725816
bast,2,4.4,0.52,10,5,15,NA,NA,NA,NA,NA
bastaard,1,2.4,1.12,15,0,15,NA,NA,NA,NA,NA
bastion,5,3,1.13,12,3,15,3,18,0.722222222,12.46153846,2.5038432
bat,5,4.38,1.19,8,7,15,4,18,0.833333333,11,2.903200205
bataljon,3,3.08,1.44,12,3,15,1,18,0.777777778,11.85714286,3.591809976
baten,5,1.8,0.68,15,0,15,NA,NA,NA,NA,NA
batig,1,1.67,1,9,6,15,2,20,0.45,12.33333333,3.535533906
batikken,5,4,0.76,8,7,15,3,18,0.333333333,10.5,2.258317958
bats,3,3,1.41,5,10,15,4,18,0.5,9.777777778,3.073181486
batterij,1,4.73,0.46,15,0,15,1,18,1,7.166666667,2.036432867
bavarois,5,4.55,0.69,11,4,15,2,20,0.9,12.16666667,3.944467458
bavet,2,4.93,0.26,15,0,15,3,18,1,4.944444444,2.312936057
baviaan,1,4.87,0.35,15,0,15,4,18,1,8.5,2.549509757
baxter,1,4.73,0.46,15,0,15,1,18,0.944444444,11.82352941,3.283201451
bazaar,4,3.58,1.16,12,3,15,NA,NA,NA,NA,NA
bazalt,5,3,1.73,7,8,15,2,20,0.55,15.18181818,3.842347767
bazelen,3,2.8,1.47,15,0,15,2,20,0.9,11.44444444,3.293884212
bazig,3,2.27,1.1,15,0,15,NA,NA,NA,NA,NA
bazin,5,2.87,1.06,15,0,15,3,18,1,8.388888889,2.476688702
bazooka,3,4.29,0.99,14,1,15,NA,NA,NA,NA,NA
bazuin,1,3.55,1.75,11,4,15,4,18,0.833333333,11.13333333,3.461351236
beaat,1,2.5,1.91,4,11,15,1,18,0.222222222,13.25,3.095695937
beademen,3,3.53,1.19,15,0,15,2,20,0.95,10,2.333333333
beademing,4,3.87,0.64,15,0,15,3,18,1,10.05555556,1.696786659
beambte,1,3,1.22,13,2,15,4,18,0.944444444,13.17647059,3.046212692
beamen,3,2.07,1.1,15,0,15,1,18,0.944444444,12,2.598076211
beangstigen,1,2.47,1.19,15,0,15,2,20,1,8.9,2.573140616
beantwoorden,4,2.67,1.05,15,0,15,3,18,1,7.722222222,2.492472327
beat,5,3.79,1.05,14,1,15,4,18,1,12.05555556,3.189545832
beauty,4,2.73,1.28,15,0,15,1,18,1,9.944444444,3.207935422
bebloed,3,3.67,0.82,15,0,15,2,20,1,7.55,3.017056774
beboeten,3,2.6,1.24,15,0,15,3,18,1,9.5,2.706202027
bebop,1,3.88,1.13,8,7,15,4,18,0.388888889,11.71428571,3.903600292
bebossen,1,3.13,1.19,15,0,15,3,18,1,9.611111111,1.944491129
bebost,1,4,0.76,15,0,15,1,18,0.944444444,9.764705882,2.610780816
bebouwd,5,3.27,1.03,15,0,15,2,20,1,9.4,2.72222819
bebouwen,2,3.13,0.92,15,0,15,3,18,1,9.222222222,2.624669291
bebouwing,5,3.36,1.28,14,1,15,4,18,1,10.83333333,3.347518835
becijferen,4,2.43,1.09,14,1,15,1,18,1,9.666666667,2.890145529
beconcurreren,1,2.2,1.32,15,0,15,4,18,1,12.72222222,2.539234613
bed,5,4.8,0.56,15,0,15,NA,NA,NA,NA,NA
bedaagd,4,2,1.18,11,4,15,2,20,0.25,10.4,4.037325848
bedaard,4,2.13,0.83,15,0,15,NA,NA,NA,NA,NA
bedacht,4,1.8,0.68,15,0,15,3,18,1,9.777777778,2.237528983
bedachtzaam,4,1.87,1.13,15,0,15,4,18,1,11.44444444,3.166408658
bedanken,4,3,1.07,15,0,15,1,18,1,5.833333333,1.42457424
bedankje,5,2.27,1.39,15,0,15,2,20,1,7.75,3.143497884
bedankt,2,1.87,0.99,15,0,15,1,18,1,5.166666667,2.281640277
bedaren,1,2.13,0.92,15,0,15,3,18,1,10.66666667,2.326319992
beddengoed,3,4.13,1.06,15,0,15,4,18,1,9.111111111,3.197221016
bedding,5,3.6,1.24,15,0,15,1,18,0.944444444,11.05882353,2.74933147
bede,2,2.21,1.19,14,1,15,NA,NA,NA,NA,NA
bedeesd,4,2.2,0.94,15,0,15,NA,NA,NA,NA,NA
bedekken,2,3.8,0.56,15,0,15,2,20,1,7.9,3.53776617
bedekt,1,3.53,0.92,15,0,15,3,18,1,7.555555556,2.064325049
bedelaar,5,3.6,1.12,15,0,15,NA,NA,NA,NA,NA
bedelen,1,3.47,0.99,15,0,15,4,18,1,8.5,2.255711705
bedeling,3,2.67,1.23,15,0,15,1,18,1,10.44444444,2.791209357
bedelstaf,4,3.89,1.27,9,6,15,2,20,0.5,11,3.018461713
bedeltje,5,3.7,1.06,10,5,15,3,18,0.777777778,11.5,3.252218178
bedelven,3,2.73,1.1,15,0,15,4,18,1,10.77777778,2.860595486
bedenkelijk,4,1.93,0.7,15,0,15,1,18,1,10.44444444,2.791209357
bedenken,4,2.2,1.26,15,0,15,2,20,1,8.95,3.456115861
bedenker,3,2.53,1.36,15,0,15,3,18,1,8.944444444,2.711028071
bedenking,3,1.8,1.01,15,0,15,4,18,1,10.83333333,2.229481607
bedenksel,5,1.4,0.63,15,0,15,2,20,1,10.2,3.053901732
bedenktijd,3,2.27,1.1,15,0,15,1,18,1,10.55555556,2.430739956
bederf,1,2.86,1.29,14,1,15,2,20,1,9.65,3.64583396
bederfelijk,5,2.33,1.05,15,0,15,3,18,1,10.27777778,2.217724206
bederven,2,2.6,1.18,15,0,15,4,18,1,9.666666667,2.612188625
bedevaart,4,3.2,0.86,15,0,15,1,18,0.944444444,10.29411765,2.46892451
bediende,1,3.4,1.06,15,0,15,2,20,1,10.6,2.872739386
bedienen,3,2.87,1.06,15,0,15,3,18,1,8.888888889,2.654383475
bediening,2,2.87,1.06,15,0,15,4,18,1,9.5,2.332632948
bedillen,5,1.75,0.89,8,7,15,1,18,0.055555556,16,NA
bedillerig,4,2.4,1.95,5,10,15,2,20,0.2,11.75,4.645786622
bedilziek,5,2.2,1.1,5,10,15,3,18,0.111111111,16,4.242640687
beding,4,2.23,1.09,13,2,15,4,18,0.833333333,13.13333333,2.774029217
bedingen,2,1.87,0.83,15,0,15,1,18,1,12.16666667,3.0341197
bedisselen,4,1.85,0.69,13,2,15,2,20,0.75,11.8,3.075246796
bedlegerig,4,3.54,0.97,13,2,15,3,18,0.888888889,11.5625,2.827690459
bedoeïen,4,3,1.29,7,8,15,4,18,0.388888889,12.71428571,4.270608298
bedoelen,1,1.73,0.88,15,0,15,1,18,1,7.444444444,2.306569192
bedoeling,2,1.53,0.64,15,0,15,2,20,1,8.3,4.130757545
bedoening,1,1.8,1.15,15,0,15,3,18,1,10.16666667,1.823054967
bedolven,3,3.13,1.06,15,0,15,3,18,1,10.33333333,2.807552839
bedompt,2,2.44,1.59,9,6,15,4,18,0.666666667,11.33333333,2.964435661
bedonderen,2,1.86,0.86,14,1,15,1,18,1,10.33333333,2.9104275
bedorven,2,3.47,1.06,15,0,15,2,20,0.95,8.526315789,2.457831498
bedotten,4,2.29,0.83,14,1,15,3,18,1,10.5,2.202939213
bedrading,2,3.6,1.3,15,0,15,4,18,1,11.55555556,3.091206165
bedrag,2,2.87,1.36,15,0,15,1,18,1,8.111111111,2.246275058
bedragen,2,1.93,0.7,15,0,15,2,20,1,9.3,2.00262985
bedreigd,2,2.33,1.05,15,0,15,3,18,1,9,2.400980192
bedreigen,3,2.73,1.16,15,0,15,4,18,1,8.888888889,2.3736021
bedreigend,1,2.53,1.3,15,0,15,1,18,1,9.111111111,2.609685329
bedreiging,5,2.07,0.8,15,0,15,NA,NA,NA,NA,NA
bedremmeld,3,2.27,0.9,11,4,15,2,20,0.45,12,2.549509757
bedreven,3,2.07,0.88,15,0,15,NA,NA,NA,NA,NA
bedriegen,2,2.33,0.9,15,0,15,3,18,1,8.444444444,2.357022604
bedrieger,3,2.33,1.45,15,0,15,4,18,1,8.333333333,3.143620992
bedrieglijk,3,1.87,1.19,15,0,15,NA,NA,NA,NA,NA
bedriegster,3,2.2,1.42,15,0,15,1,18,1,9.444444444,2.571843519
bedrijf,4,3.27,1.22,15,0,15,2,20,1,9,3.008759143
bedrijfstak,2,1.93,1.1,15,0,15,3,18,1,13.83333333,3.650141013
bedrijven,2,2.93,1.39,15,0,15,4,18,1,10.5,2.662373996
bedrijvig,1,2.21,1.19,14,1,15,NA,NA,NA,NA,NA
bedrijvigheid,5,2.13,0.99,15,0,15,1,18,1,11.27777778,2.652536091
bedrinken,2,2.93,1.1,15,0,15,2,20,0.95,10.78947368,2.507299286
bedroefd,5,2.36,1.15,14,1,15,NA,NA,NA,NA,NA
bedroefdheid,1,2.4,1.24,15,0,15,NA,NA,NA,NA,NA
bedroeven,5,2.07,1.1,15,0,15,3,18,1,9.944444444,2.577555208
bedroevend,2,2.07,1.03,15,0,15,4,18,1,9.722222222,2.739805823
bedrog,5,1.87,1.13,15,0,15,NA,NA,NA,NA,NA
bedrogen,5,1.6,0.51,15,0,15,4,18,0.944444444,9.470588235,3.00244998
bedruipen,1,3.53,1.3,15,0,15,1,18,0.777777778,10.92857143,3.197698348
bedrukken,2,3,1.13,15,0,15,2,20,1,9.65,3.344673692
bedrukt,5,2.87,1.13,15,0,15,3,18,1,10.5,2.895229342
bedstee,2,3.5,1.51,12,3,15,4,18,0.777777778,11.92857143,3.315796359
bedtijd,3,2.6,1.35,15,0,15,1,18,1,5,1.45521375
beducht,1,1.71,1.14,14,1,15,2,20,0.9,11.44444444,2.175322078
beduiden,4,1.5,0.85,14,1,15,3,18,1,11.88888889,4.128650098
beduidend,2,1.53,0.64,15,0,15,4,18,1,12.27777778,2.63026627
beduimeld,4,2.09,0.94,11,4,15,1,18,0.5,11.66666667,3.201562119
beduimelen,4,2.38,1.19,8,7,15,2,20,0.45,11.44444444,2.45515331
beduusd,5,2.15,0.99,13,2,15,3,18,0.944444444,12.11764706,3.018326377
beduvelen,2,1.93,0.59,15,0,15,4,18,0.944444444,10.35294118,3.371594142
bedwang,1,2.27,1.16,15,0,15,1,18,1,10.94444444,2.667279341
bedwelmd,1,2.53,1.19,15,0,15,2,20,1,11.3,3.113637237
bedwelmen,1,2.6,1.12,15,0,15,3,18,1,11.88888889,2.470743848
bedwingen,5,2.4,0.74,15,0,15,4,18,1,10.66666667,2.520504151
beëdigen,1,2.1,0.88,10,5,15,1,18,0.555555556,12.4,2.118699811
beëindigen,2,2.53,0.92,15,0,15,2,20,0.95,8.263157895,2.305599591
beek,2,4.8,0.41,15,0,15,NA,NA,NA,NA,NA
beeld,1,4.13,0.92,15,0,15,NA,NA,NA,NA,NA
beeldband,2,3.46,1.27,13,2,15,3,18,0.777777778,11.28571429,2.524604201
beeldbuis,4,4.57,0.51,14,1,15,4,18,1,9.555555556,3.729409703
beelden,5,3.73,1.16,15,0,15,1,18,1,8,2.275185836
beeldend,4,1.87,0.74,15,0,15,2,20,0.95,9.526315789,2.715560533
beeldenstorm,1,2.6,1.45,15,0,15,3,18,1,13.38888889,2.278773893
beelderig,4,1.91,1.22,11,4,15,4,18,0.888888889,11.3125,2.982588361
beeldhouwen,2,3.73,0.96,15,0,15,1,18,1,9.222222222,2.04523997
beeldhouwer,5,3.53,0.99,15,0,15,2,20,1,9.35,3.030980387
beeldig,3,1.73,0.96,15,0,15,3,18,1,9.833333333,2.895229342
beeldscherm,3,4.47,0.74,15,0,15,4,18,1,9.222222222,2.510110275
beeldschoon,5,2.4,1.35,15,0,15,NA,NA,NA,NA,NA
beeldspraak,1,1.73,1.03,15,0,15,1,18,1,11.16666667,2.895229342
beeldverslag,5,3.4,1.35,15,0,15,2,20,1,11.25,2.381397202
beeldvorming,1,2.27,1.22,15,0,15,3,18,1,12.22222222,3.116475301
beeltenis,5,2.85,1.46,13,2,15,4,18,0.888888889,11.1875,2.833578421
beemd,4,4.2,1.3,5,10,15,1,18,0,NA,NA
been,2,5,0,15,0,15,NA,NA,NA,NA,NA
