word_galician,translate_word_english,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,aoa_mean,aoa_sd,aoa_n
función,function,5.5,1.9513309067639726,14,4.846153846153846,2.339734808553947,13,4.416666666666667,2.0652243256245835,12,4.470588235294118,2.648529003494759,17,9.047619047619047,3.007926037591192,21
funcionamento,operation,5.615384615384615,1.3252962900462137,13,5.782608695652174,2.4855312536051968,23,4.5,2.5943726083138543,14,4.142857142857143,2.7971728270122718,14,6.75,1.5447859516333116,12
funcionario,civil servant,5,2.4806946917841692,14,5.384615384615385,3.1500915737605033,13,6.714285714285714,2.1277858274442307,14,6.5,2.354878881270658,12,12.153846153846153,2.96777564982468,14
fundación,foundation,6,1.9148542155126762,13,5.166666666666667,1.6966991126265967,12,6.2727272727272725,2.901410315377992,11,4.583333333333333,2.2343733444579583,12,10.714285714285714,3.3610568719828735,14
fusión,fusion,5.923076923076923,2.05999751057853,13,6.666666666666667,2.3196879921559246,15,3.0833333333333335,1.6764862244009227,12,4.285714285714286,2.9464077588342517,14,9.590909090909092,3.4178674903831743,23
fútbol,football,6.166666666666667,3.3529724488018453,12,7.428571428571429,1.6508406117111145,14,6.214285714285714,2.9659236835601988,14,8,1.5275252316519468,13,4.695652173913044,2.512419742882721,23
fuxido,fugitive,4.583333333333333,2.02072594216369,12,6.454545454545454,2.910794955459294,11,5.583333333333333,1.8809249819912515,12,5.714285714285714,2.1989008243131005,14,8.538461538461538,2.3315011121372944,13
galería,gallery,6.384615384615385,1.8501559185854917,13,4.615384615384615,2.2926862533740326,13,6.266666666666667,2.6583202716502505,15,8.083333333333334,0.9003366373785181,12,8.214285714285714,2.887068553942708,14
galo,rooster,5.076923076923077,1.552500051612369,13,5.695652173913044,2.4014159196133287,23,7.928571428571429,1.4392458342578494,14,6.642857142857143,3.2488374928495656,14,4.666666666666667,2.640018365409031,12
gana,desire,6.785714285714286,2.190137734642116,14,6.476190476190476,2.0644381225662247,21,3.1666666666666665,2.2087978356535665,12,4.928571428571429,2.8946711176091973,14,5.642857142857143,1.9057460827371868,14
gando,livestock,5.3076923076923075,1.8878830906871762,13,4.923076923076923,1.705947364444873,13,6.266666666666667,2.98727459799221,15,7.333333333333333,1.4354811251305455,12,7.357142857142857,3.272428946331945,14
garantía,guarantee,5.222222222222222,2.1666666666666665,9,4.571428571428571,2.1380899352993956,14,3.7142857142857144,2.998167938760434,14,4.357142857142857,2.7625835972632813,14,11,3.1269438398822866,19
garda,guard,5.538461538461538,1.6641005886756872,13,5.043478260869565,2.5668916623660043,23,6.285714285714286,2.785362051554835,14,5.285714285714286,2.893721889474932,14,7.363636363636363,3.0748244591432288,12
gargallada,laugh,7.071428571428571,2.0177781274036484,14,7.090909090909091,2.256304299271064,11,6.571428571428571,1.5548576840284833,14,6.428571428571429,2.5933134645226996,14,9.307692307692308,2.529315302099739,13
gas,gas,4.769230769230769,2.712742958515303,13,6.434782608695652,2.232529893040664,23,6.928571428571429,2.26899793925681,14,6.357142857142857,2.677747125911942,14,6.833333333333333,1.403458930534473,12
gato,cat,7.083333333333333,2.712205856136404,12,4.5,2.5038431998091992,14,7.214285714285714,3.017349102174889,14,8.615384615384615,1.1208970766356106,13,3.782608695652174,1.6224706675911513,23
global,global,5.615384615384615,1.260850343912231,13,5.6521739130434785,2.4791621688160177,23,4.285714285714286,2.7853620515548343,14,6.857142857142857,2.3487195482823218,14,7.833333333333333,3.5118845842842457,12
gloria,glory,7.857142857142857,1.5118578920369077,14,6.909090909090909,2.5866791627314525,11,3.4285714285714284,2.1737697038266783,14,3.5,2.2446517632945957,14,8.692307692307692,2.0970064133034723,13
goberno,government,4.733333333333333,2.374467358818655,15,7.428571428571429,1.3985864135061363,14,5.785714285714286,2.259290951691615,14,6.2727272727272725,2.1489955370316194,11,10.368421052631579,2.832559233778792,20
golpe,blow,3.25,2.6328346286499236,12,6.642857142857143,2.4684826500112553,14,6.357142857142857,2.6488645711858343,14,6.5,2.345207879911715,14,4.379310344827586,1.634751905673594,30
gordo,fat,2.8333333333333335,2.6911752530120077,12,5.909090909090909,2.5866791627314534,11,5,2.696799449852968,12,7.357142857142857,1.2157392722216283,14,5.538461538461538,2.6017745423519636,13
gorxa,throat,4.636363636363637,1.629277586706898,11,5.75,1.5447859516333116,12,6.857142857142857,2.0326997151247226,14,6.769230769230769,2.52170068782446,13,6.947368421052632,4.129483209670112,19
grande,big,6.7272727272727275,1.4206272622267315,11,6.45,1.9861361590045294,20,6.2,2.756809750418044,15,7.428571428571429,1.6508406117111145,14,4.521739130434782,2.9828230255214656,23
grao,degree,5.5,1.7431183374807169,14,6.826086956521739,1.435022138348189,23,5.571428571428571,2.737609448863277,14,5,2.8284271247461903,12,10.8,4.378518992927697,15
gratuíto,free,8.076923076923077,1.037749043325541,13,5.25,3.0785179433085537,12,6.818181818181818,2.9603439603593973,11,5.5,2.8762349126466136,12,6.214285714285714,2.7225149975873255,14
gravidade,gravity,6.642857142857143,1.446860944737465,14,5.3076923076923075,3.2502465389724766,13,4.428571428571429,2.376626106132736,14,5.363636363636363,1.9116865471476898,11,9.357142857142858,2.4053511772118203,14
graxa,fat,4.384615384615385,2.328750077418554,13,5.933333333333334,1.6676187756655827,15,6.916666666666667,2.6097137890209448,12,6.428571428571429,2.1018045621756603,14,6.904761904761905,2.488066757640597,23
gris,gray,4.785714285714286,2.4550911444328345,14,4,1.9578900207451218,13,5.777777777777778,3.231786571610886,9,8.142857142857142,1.6574838603294886,14,4.071428571428571,1.2688144505364483,14
grolo,sip,5.428571428571429,2.31098665955893,14,4,1.0954451150103321,11,4.928571428571429,1.899971081329953,14,6,1.9215378456610457,14,8.692307692307692,3.119418091691017,13
groso,thick,4.285714285714286,2.016416144037253,14,4.846153846153846,2.192645048267573,13,5.846153846153846,2.8823067684915684,13,6.2,2.455314934702151,15,8.333333333333334,4.905161165609756,12
grupo,group,6.928571428571429,0.9972489631508753,14,6.545454545454546,1.8090680674665822,11,6.1,2.5731406163633856,20,6.266666666666667,2.604026186687142,15,5.461538461538462,1.2659242088545832,14
guión,script,4.818181818181818,1.2504544628399559,11,4.714285714285714,1.38278266986823,14,6.928571428571429,1.9400351192017802,14,6.923076923076923,2.3259957889593026,13,8.173913043478262,2.5875958289333063,23
gusto,taste,7.6521739130434785,1.4957119208582998,23,5.571428571428571,2.4087751663859795,14,3.4285714285714284,3.0562492275106328,14,4.5,2.5045413298101655,12,6.96875,3.1158737706843502,32
habitación,room,6.428571428571429,2.1018045621756603,14,3.857142857142857,2.6269942712345036,14,7.615384615384615,1.502135232397622,13,8.222222222222221,1.7159383568311664,9,4.071428571428571,1.7743595036946846,14
habitante,inhabitant,6,1.6172150801252798,14,5.238095238095238,1.640267109490461,21,6.166666666666667,3.040135563165604,12,6.714285714285714,2.267786838055364,14,7.428571428571429,2.173769703826679,14
hábito,habit,6.142857142857143,2.315736894087357,14,5.285714285714286,2.7295694624884432,14,3.923076923076923,2.2532028485964326,13,5.333333333333333,3.427827300200522,9,7.214285714285714,2.7225149975873255,14
habitual,usual,5.714285714285714,1.266647387553301,14,4.086956521739131,2.410451551025637,23,4.857142857142857,2.537628901072897,14,5.416666666666667,3.4234042953903314,12,7.2,3.4682230938293785,15
herba,grass,6.833333333333333,1.2673044646258462,12,3.6153846153846154,2.662657242256988,13,6.913043478260869,2.952857529399752,23,7.357142857142857,2.9510661139308967,14,4.642857142857143,1.7805419597217222,14
heroe,hero,8.428571428571429,0.6462061726588649,14,7.2727272727272725,2.327698824629555,11,5.142857142857143,2.10702644491246,14,6.214285714285714,2.6941124249447648,14,5,2,13
hipótese,hypothesis,5.769230769230769,1.5892265495016835,13,6.230769230769231,1.480644350378474,13,3.933333333333333,3.081434421700078,15,5,2.088931871468374,12,10.285714285714286,2.785362051554835,14
historia,history,5.142857142857143,1.4064216928154865,14,5.545454545454546,1.5075567228888187,11,5.35,2.5603248149199223,20,5.333333333333333,2.6903708365381966,15,6.230769230769231,2.0878156908535677,14
histórico,historical,7,1.4770978917519928,12,5.411764705882353,2.0328189641914673,17,4.619047619047619,2.5392162270312957,21,5.285714285714286,2.7295694624884432,14,8.181818181818182,2.611993649018087,22
home,man,6.181818181818182,2.136266922375657,11,6,1.7167901505579042,20,7.266666666666667,2.3135213317324195,15,8.285714285714286,1.3827826698682315,14,3.4782608695652173,1.1626601636447698,23
homenaxe,tribute,7.461538461538462,1.8536173919925978,13,5.071428571428571,2.05554730553075,14,5.333333333333333,2.3868325657594207,12,5.214285714285714,2.6654072117400003,14,7.928571428571429,3.429830354949974,14
hora,hour,4.642857142857143,2.205138853368958,14,5.181818181818182,1.8877596148970777,11,5.75,3.006571749386754,20,6.066666666666666,2.6583202716502505,15,5.071428571428571,1.4392458342578494,14
horario,schedule,5.363636363636363,2.4196167991120943,11,5,2.04494943258218,12,5.928571428571429,2.36852065853142,14,6,2.6770630673681683,13,5.222222222222222,1.4775000967674117,19
horta,vegetable garden,6.285714285714286,1.6374732612530452,14,3.6923076923076925,1.931519927613803,13,7.5,2.393172105652397,12,8,2.3664319132398464,11,5.333333333333333,1.5569978883230466,12
hospital,hospital,4.5,2.848751413406339,14,7.285714285714286,2.2336094083368723,14,7.809523809523809,1.5368489717290894,21,8.25,1.864744681524183,12,6,1.6172150801252798,14
hotel,hotel,7.25,1.2154310870109943,12,5.384615384615385,2.7549489268847784,13,7.913043478260869,2.1301524375299117,23,7.785714285714286,2.00685637938357,14,5.857142857142857,1.7032612545052805,14
humanidade,humanity,7.230769230769231,1.5358952955766079,13,3.888888888888889,2.3687784005919825,9,4.642857142857143,2.373155732746617,14,5.571428571428571,2.6228078235206027,14,7.230769230769231,3.394943449549789,14
humano,human,6.5,2.2101165997782526,14,5,2.1838568563966754,14,8.363636363636363,0.8090398349558879,11,8,2.127513992779762,20,6.384615384615385,2.1031112483834336,15
humidade,humidity,4.5,1.7837651700316894,12,5.181818181818182,2.4007574562284217,11,3.5,2.540579747724022,12,5.714285714285714,2.55489188175792,14,8,3.0276503540974917,13
húmido,humid,5.3076923076923075,1.9741924671712983,13,5.076923076923077,2.396578758061112,13,5.733333333333333,2.4043611170022654,15,6.416666666666667,1.8319554050414568,12,6.5,1.9513309067639726,14
humor,humor,7.928571428571429,1.4917354742965412,14,7,2.6770630673681683,13,4.357142857142857,2.7625835972632813,14,5.083333333333333,3.0289011909011534,12,8.5,2.7103789119150568,14
idade,age,6,1.9215378456610457,14,5.923076923076923,1.552500051612369,13,5.916666666666667,3.3698754585385804,12,5.0588235294117645,2.771971054937581,17,4.380952380952381,1.8021151593666394,21
idea,idea,7.357142857142857,1.1507283885330284,14,6.214285714285714,1.6723346844167586,14,3.6363636363636362,3.0090771765684994,11,5,2.615741818902985,20,6,1.889822365046136,15
ideal,ideal,7.928571428571429,1.4392458342578494,14,5,3.255764119219941,11,4.357142857142857,2.6777471259119427,14,4.714285714285714,3.2446066830160674,14,7.461538461538462,2.4703368398993906,13
identidade,identity,7.5,1.6236882817719773,12,5,1.7097008285302207,14,3.0714285714285716,2.1290765681316,14,4.142857142857143,2.878491668515698,14,10.310344827586206,3.219399325915385,30
ideoloxía,ideology,5.833333333333333,1.5275252316519472,12,5.071428571428571,2.9473400188667047,14,4.3076923076923075,2.562050460881394,13,4.3076923076923075,2.42846369077981,13,11.6,3.3338094898007755,15
ideolóxico,ideological,5.928571428571429,1.899971081329953,14,5.923076923076923,2.7526211284742903,13,3.7142857142857144,2.462911704859528,14,3.6666666666666665,2.424621182533032,12,12.307692307692308,2.428463690779809,14
idioma,language,6.285714285714286,1.7071279138616757,21,5.666666666666667,1.3026778945578599,12,5.428571428571429,2.277457614712772,14,4.928571428571429,2.5256921584232868,14,4.769230769230769,1.8776690404970273,14
igrexa,church,4.739130434782608,2.027479207478807,23,4.357142857142857,2.530039308212207,14,7.5,2.1105794120443453,12,7.866666666666666,2.294921930407801,15,5,1.6172150801252798,14
igual,equal,6.428571428571429,1.9499225118444588,14,5.083333333333333,1.9752253419585202,12,3.4285714285714284,2.709365117635373,14,4.214285714285714,1.847183778644646,14,4.6923076923076925,1.3774744634423892,13
igualdade,equality,7.714285714285714,1.7288756430151335,14,5.5,2.354878881270658,12,3.642857142857143,2.977018199917052,14,5,2.511511956509924,14,7.230769230769231,3.0042704647952423,13
illa,island,7.391304347826087,1.529680015106624,23,3.7142857142857144,2.462911704859528,14,7,2.256304299271065,12,8.133333333333333,1.0600988273786198,15,6.071428571428571,3.384677821601926,14
imaxe,image,6.928571428571429,1.730463953541216,14,4.357142857142857,1.9057460827371868,14,6.454545454545454,2.876234912646614,11,6.65,2.497893849668261,20,5.714285714285714,1.38278266986823,15
imaxinación,imagination,8.357142857142858,0.8418973861410932,14,5.214285714285714,3.092884424923451,14,2.4615384615384617,2.1453587351685734,13,5.666666666666667,3.640054944640259,9,5.928571428571429,1.9400351192017802,14
impacto,impact,5.5,1.9306145983268455,12,7.461538461538462,2.145358735168575,13,5.043478260869565,2.721601481574025,23,4.714285714285714,2.3346411823981534,14,9.214285714285714,2.9135907380775,14
importancia,importance,8.461538461538462,0.8770580193070318,13,7.5,1.6236882817719773,12,4.588235294117647,2.938086612265961,17,4.142857142857143,2.434865792722759,21,6.153846153846154,1.1435437497937306,14
importante,important,5.785714285714286,2.1901377346421147,14,7.363636363636363,2.248231628312672,11,4.65,2.3902213066443956,20,6.066666666666666,2.520393015460277,15,6,2.4178820993079553,14
imposible,impossible,3.3333333333333335,2.1881222058831145,12,7.071428571428571,2.495050044643339,14,2.7142857142857144,2.198900824313101,14,3.5,2.8756270219259608,14,6.0344827586206895,1.880022010142618,30
imposto,tax,2.2857142857142856,1.138728807356386,14,6.230769230769231,3.03188187307944,13,4.714285714285714,2.3996336716761073,14,3.6666666666666665,2.229281716090851,12,12.785714285714286,3.866594037463648,14
imprescindible,essential,7.428571428571429,1.7851647506079622,14,6.071428571428571,1.859043828435456,14,3.8461538461538463,2.7339273901036534,13,5.444444444444445,3.358240279934981,9,8.357142857142858,2.5602626925659506,14
incapaz,incapable,1.9166666666666667,1.2401124093721454,12,6.428571428571429,2.6228078235206027,14,3.6153846153846154,2.5670495884855025,13,3.769230769230769,2.5545334262132933,13,8.266666666666667,3.011090610836325,15
incidencia,incidence,3.3636363636363638,2.377928816122437,11,6.666666666666667,2.059714602177748,12,5,1.7097008285302207,14,3.923076923076923,1.9348358440936906,13,10.157894736842104,2.7941040681870914,19
incómodo,uncomfortable,2.909090909090909,1.5782614139961386,11,5.642857142857143,2.5901334345533646,14,4.642857142857143,2.8448913148671595,14,5.153846153846154,2.6722697545393204,13,6.695652173913044,3.1685210574808558,23
incorporación,incorporation,5.785714285714286,1.050902281087829,14,6,1.632993161855452,13,4.416666666666667,1.7816403745544227,12,6.090909090909091,2.7732488332115266,11,9.416666666666666,3.3427896171076084,12
incremento,increase,5.391304347826087,1.9940623322705433,23,5.357142857142857,2.097879620259204,14,4.785714285714286,2.694112424944764,14,5.416666666666667,2.3532698077098577,12,10.290322580645162,4.043047929364651,32
independente,independent,7.75,0.8660254037844386,12,5.571428571428571,2.7093651176353735,14,3.4285714285714284,2.408775166385979,14,4,3.0550504633038935,13,10.173913043478262,3.0399188672343858,23
índice,index,5,1.8257418583505538,13,4,1.9364916731037085,9,5.928571428571429,2.8946711176091973,14,5.357142857142857,3.295851538318643,14,8.071428571428571,3.70995097861633,14
individual,individual,4.571428571428571,2.1380899352993956,14,4.916666666666667,2.2746961169005466,12,5.538461538461538,2.7873339895374523,13,4.695652173913044,2.945486263431429,23,7.785714285714286,2.3916062008157244,14
individuo,individual,5.666666666666667,2.2292817160908514,12,4.5,2.0662116951635836,14,6.857142857142857,1.8752289237539808,14,4.357142857142857,2.7625835972632813,14,8.03448275862069,2.8218884079977573,30
industrial,industrial,3.7857142857142856,1.5281246137553166,14,5.913043478260869,2.1301524375299117,23,6.071428571428571,1.859043828435456,14,4.666666666666667,2.8069178610689485,12,9,3.585685828003181,15
infancia,childhood,6.5,2.9286384339694576,14,6.153846153846154,3.625055260409921,13,5.214285714285714,2.7506243047595693,14,7,2.256304299271065,12,8,3.5300904324873126,14
infantil,childish,7.086956521739131,1.6763879860706166,23,5.857142857142857,2.4133329285815135,14,5.5,3.082207001484488,14,5.833333333333333,1.9462473604038077,12,5.548387096774194,2.8147079147153597,32
inferior,inferior,4.083333333333333,2.391588796113782,12,6,2.48327740429189,13,4.217391304347826,2.8596967693530413,23,5.5,2.103111248383433,14,6.285714285714286,3.0741745966274348,14
inferno,hell,4,3.302891295379082,12,6.714285714285714,2.9981679387604343,14,3.8461538461538463,3.158220855855235,13,5.615384615384615,2.902253766140536,13,7,3.1622776601683795,15
influencia,influence,4.956521739130435,1.9881069312188597,23,5.857142857142857,2.0701966780270626,14,3.2142857142857144,2.391606200815724,14,4.833333333333333,2.0375267241229387,12,9.34375,3.5975742275289675,32
información,information,6.769230769230769,1.0919284281983361,13,4.916666666666667,2.874917653629668,12,4.7272727272727275,3.3493554332411213,11,5.666666666666667,2.605355789115719,12,6.642857142857143,1.9057460827371857,14
informático,computer-related,5.642857142857143,1.5495479666983214,14,5.545454545454546,1.2135597524338366,11,7.285714285714286,1.9386185179765927,14,7.571428571428571,1.3985864135061363,14,7.538461538461538,1.6132464481796038,13
informativo,informative,6.6923076923076925,1.7021856236720756,13,5.333333333333333,1.9880595947760096,15,4.416666666666667,2.193309385519074,12,5,3.281650616569468,14,8.869565217391305,2.4735757670018557,23
informe,report,4.666666666666667,2.008316044185609,21,5.357142857142857,2.8177225625601325,14,5.846153846153846,2.192645048267573,13,6.333333333333333,2.103388319888276,12,11.529411764705882,3.659194704078061,17
infraestrutura,infrastructure,4.928571428571429,1.268814450536449,14,4.6875,1.6620770138594663,16,6.888888888888889,1.9670488163112874,18,6.684210526315789,1.9163806041293148,19,11.291666666666666,2.4043288255663535,25
inglés,english,5.2727272727272725,1.6787441193290353,11,6.1,1.9973666874689093,20,5.866666666666666,2.3864697976798483,15,5.214285714285714,2.359223191208086,14,5.086956521739131,1.534839152907054,23
ingreso,income,6.461538461538462,2.665063620734805,13,6.130434782608695,2.546019135579145,23,6.571428571428571,2.563479777846623,14,6,2.0754980866510833,14,8.818181818181818,2.6388702816994174,12
inicial,initial,4.75,1.712255291076124,12,5.846153846153846,1.3445044840729639,13,4.565217391304348,3.042518199789022,23,5.142857142857143,2.2822776362202757,14,6.785714285714286,2.1187286256174933,14
iniciativa,initiative,8.23076923076923,0.9268086959962964,13,6,2.174229226018436,12,5.647058823529412,2.5724787771376323,17,5.0476190476190474,3.089922175010084,21,8.785714285714286,2.00685637938357,14
inimigo,enemy,3.142857142857143,2.4133329285815135,14,7.5,1.7837651700316894,12,5.071428571428571,2.7305757554120262,14,4.714285714285714,2.493948720358985,14,6.076923076923077,2.3259957889593026,13
inmediato,immediate,6,2.04494943258218,12,6.153846153846154,2.3750843439814173,13,3.782608695652174,2.7790862091886908,23,3.857142857142857,2.3812454032143915,14,6.642857142857143,2.9510661139308967,14
inmigrante,immigrant,6.857142857142857,1.3506205330054109,14,4.454545454545454,1.5075567228888178,11,7,1.8810798862519205,14,6.928571428571429,1.9400351192017802,14,10.153846153846153,2.544476168950884,13
innovación,innovation,7.076923076923077,2.2159098380250963,13,4.444444444444445,2.3511226632776476,9,3.5,2.3777817717036513,14,5,3.1622776601683795,14,9,3.9418855308673715,14
inspector,inspector,4.909090909090909,2.119176512447487,11,6.75,1.4222261679238197,12,7,1.8810798862519205,14,6.923076923076923,2.1779783615981456,13,8,2.6246692913372702,19
instalación,facility,5.5,1.286019499792345,14,5.130434782608695,2.1384860368130223,23,6.857142857142857,2.0326997151247226,14,6.5,2.354878881270658,12,10,4.140393356054125,15
instante,instant,5.583333333333333,1.9752253419585202,12,5.3076923076923075,2.562050460881394,13,3.782608695652174,2.8116077855776664,23,3.7142857142857144,2.3996336716761077,14,9.071428571428571,3.075068122179401,14
institución,institution,4.714285714285714,2.1636355241395626,14,5.538461538461538,1.6641005886756872,13,6.416666666666667,2.3915887961137825,12,5.470588235294118,2.267091943956606,17,10.761904761904763,2.791142452558843,21
institucional,institutional,4.857142857142857,1.6104057232283404,14,5.416666666666667,1.9752253419585202,12,4.714285714285714,2.493948720358985,14,2.7142857142857144,1.266647387553302,14,10.923076923076923,3.2777415614397887,13
instituto,institute,3.5714285714285716,2.2774576147127714,14,6.769230769230769,1.6408253082847328,13,7.384615384615385,2.467740583964123,13,7.8,2.5967012040004027,15,8.333333333333334,2.6742316936860853,12
instrumento,instrument,7.214285714285714,1.3688047244316393,14,5.9523809523809526,2.597617956439909,21,7.833333333333333,1.4668044012461745,12,7.642857142857143,1.8232322463624375,14,4.928571428571429,2.05554730553075,14
intelectual,intellectual,7.454545454545454,1.9164360862620164,11,6.5,2.3951705795753164,20,4.133333333333334,2.669046557070432,15,5,2.660248687044705,14,9.826086956521738,2.3674338603230196,23
intelixencia,intelligence,7.3076923076923075,2.323238235187234,13,6.230769230769231,1.8327504901034293,13,4,3.093772546815388,15,5.333333333333333,2.5346089292516956,12,6.5,1.5566235649883124,14
intelixente,intelligent,7.615384615384615,2.3992520201950978,13,5.230769230769231,2.3149458652362394,13,4.066666666666666,2.5764501233470907,15,6.416666666666667,2.0652243256245835,12,6.785714285714286,1.5776599725577727,14
intención,intention,6.285714285714286,1.9386185179765927,14,7.333333333333333,1.3706888336846825,12,3.533333333333333,2.6421491973301547,15,3.5,1.5566235649883124,14,7.739130434782608,3.414106981659105,23
intensidade,intensity,6.857142857142857,1.747840111378913,14,8.23076923076923,1.6908501882113494,13,3.5714285714285716,2.3109866595589295,14,3.75,1.9598237397554634,12,8.642857142857142,1.446860944737468,14
intenso,intense,5.357142857142857,1.945691210268034,14,7.357142857142857,2.205138853368957,14,3.0476190476190474,1.774153050787628,21,5.666666666666667,2.3868325657594207,12,9.642857142857142,3.152706843263491,14
intento,attempt,5.6923076923076925,2.2870874995874626,13,5.826086956521739,2.3865565515849494,23,4.642857142857143,2.6488645711858347,14,3.9285714285714284,2.200149845046773,14,5.5,2.540579747724022,12
intercambio,exchange,5.6923076923076925,2.015961945102775,13,6.461538461538462,1.6641005886756888,13,5,2.0354009783964297,15,6.416666666666667,2.609713789020946,12,7.714285714285714,1.8985245861972941,14
interesante,interesting,7.095238095238095,1.6094956323259137,21,5.583333333333333,2.503028468705763,12,3.642857142857143,2.7345972240938847,14,4.214285714285714,2.778449247292493,14,6.5,2.7103789119150568,14
interese,interest,6.333333333333333,2.225394561056748,15,6.285714285714286,2.43147854444326,14,3.0714285714285716,2.1649048909393653,14,5.545454545454546,2.583162262175428,11,7.684210526315789,2.2373752374638407,20
internacional,international,7.384615384615385,1.804552647170555,13,6.25,1.6583123951777,12,6.235294117647059,2.513200443774478,17,5.476190476190476,2.421137080362192,21,8.285714285714286,2.614414816964752,14
internet,internet,6.285714285714286,1.8985245861972941,14,6.615384615384615,2.2188007849009166,13,4.928571428571429,2.9733246275271292,14,5.416666666666667,2.429303429280738,12,8.076923076923077,1.754116038614058,14
interno,internal,5.75,1.9128750375000738,12,4.785714285714286,2.22498302253061,14,3.7857142857142856,2.082105865503682,14,5.571428571428571,2.7655653397364617,14,8.689655172413794,2.9532481908649824,30
interpretación,interpretation,5.833333333333333,1.6422453217986948,12,6.285714285714286,1.815682598006408,14,3.0714285714285716,2.2348390310054755,14,4.538461538461538,3.256157874330436,13,9.652173913043478,3.5879684762496553,23
intervención,intervention,5.142857142857143,2.10702644491246,14,7.217391304347826,1.0852951730511917,23,4.428571428571429,2.502745744924215,14,4.916666666666667,2.9374798516394764,12,11.583333333333334,3.6545944516540563,15
íntimo,intimate,6.3076923076923075,2.7804260879888942,13,5.733333333333333,2.9872745979922106,15,4.25,2.800162332956625,12,4.214285714285714,3.0173491021748884,14,8.434782608695652,3.101701687732686,23
inútil,useless,2.3076923076923075,2.250356097177192,13,7.133333333333334,2.3258383025317584,15,3.5,2.540579747724022,12,4.357142857142857,2.8177225625601325,14,6.695652173913044,2.5124197428827206,23
investigador,researcher,6.478260869565218,1.3097385310674976,23,6.285714285714286,1.815682598006408,14,7.166666666666667,2.4058010698889434,12,6.266666666666667,2.0517124090680463,15,9.214285714285714,2.154729018428337,14
investimento,investment,5.217391304347826,1.5942088872806428,23,6.142857142857143,2.213842564659668,14,5,2.696799449852968,12,5,2.7774602993176543,15,12.928571428571429,2.5858873113137,14
irmán,brother,7.266666666666667,2.4043611170022645,15,5.642857142857143,2.9510661139308976,14,7.5,2.0286410760370144,14,7.181818181818182,2.8572077914699103,11,4.3,2.129986409642831,20
italiano,italian,6.714285714285714,1.8985245861972941,14,6.3076923076923075,3.119418091691017,13,6.785714285714286,1.8471837786446466,14,5.916666666666667,2.843120351538664,12,7.285714285714286,2.8670159085328115,14
labio,lip,6.642857142857143,1.780541959721721,14,4.928571428571429,2.8410259716216206,14,7.3076923076923075,2.213015114597253,13,7.333333333333333,2.7386127875258306,9,4,2.1838568563966754,14
laboral,labor,5.6521739130434785,1.7217511078754553,23,7.428571428571429,1.7851647506079622,14,4,2.73030134866931,12,5.533333333333333,2.4162150645369382,15,10.642857142857142,1.7805419597217234,14
laboratorio,laboratory,5.111111111111111,1.8333333333333333,9,5.642857142857143,1.5495479666983214,14,7.5,2.139374459257443,14,7.714285714285714,1.6837947722821915,14,7.7894736842105265,2.439921386903481,19
labrego,farmer,6.384615384615385,1.8501559185854917,13,5.133333333333334,1.8847761013926703,15,7.25,2.179449471770337,12,6.785714285714286,2.8603004529801908,14,7.7272727272727275,2.763397118831029,23
lácteo,dairy,6,2.3804761428476167,13,5,1.4675987714106855,14,6.636363636363637,2.248231628312674,11,6.928571428571429,1.6391501416322996,14,6.142857142857143,2.713418022096367,14
lado,side,5.533333333333333,1.8073922282301282,15,5.357142857142857,1.4468609447374665,14,5.928571428571429,2.3358176204584034,14,5.818181818181818,2.3159525823376357,11,4.15,1.2680278927697552,20
lector,reader,6.571428571428571,1.6903085094570327,21,4,2.04494943258218,12,6.5,2.103111248383433,14,7.5,1.9513309067639726,14,6.25,1.0552897060221726,14
legal,legal,6.153846153846154,1.8639632438326066,13,4.434782608695652,2.312536721212557,23,5.142857142857143,2.656114653953224,14,5.214285714285714,2.7225149975873246,14,7.25,2.958039891549808,12
lei,law,5.333333333333333,2.058663459163551,15,6.071428571428571,2.7586029271879835,14,5.142857142857143,2.878491668515698,14,6.363636363636363,2.6934263410283665,11,9.05,3.8997300851266754,20
leira,field,5.642857142857143,1.9848325973644327,14,4.153846153846154,2.577018750615843,13,6.642857142857143,2.1699749327564146,14,5.909090909090909,2.211539981756851,11,10.214285714285714,3.7658091668748543,14
leito,bed,5.666666666666667,2.179449471770337,9,4.642857142857143,2.0608863984346026,14,5.071428571428571,2.234839031005476,14,5.5,2.7103789119150568,14,9.529411764705882,4.346228926592908,19
lembranza,memory,6.714285714285714,2.6436737675081985,14,4.833333333333333,2.2896340848319507,12,2.3846153846153846,1.8946618668626838,13,6,2.6628760937957834,23,8.214285714285714,3.5772480060380634,14
lentes,glasses,6.923076923076923,1.6052797503622462,13,5,1.8090680674665818,12,8.272727272727273,1.4893561757288996,11,7.333333333333333,3.0846639225613397,12,6.642857142857143,3.272428946331945,14
lento,slow,3.923076923076923,2.325995788959303,13,3,2.0380986614602725,14,4.916666666666667,2.644319239884671,12,5.357142857142857,3.103525113780801,14,4.214285714285714,1.9286731759891875,14
letra,letter,5.083333333333333,1.443375672974065,12,4.928571428571429,2.432608151261197,14,7.071428571428571,1.9792883614022538,14,7.428571428571429,1.9889806323953878,14,3.4827586206896552,0.7377906040127227,30
