word,mean_percentile,n_sources,sources,mean_raw_concreteness,gloss_english,tier,selected,gloss_source
stearine,0.997955789619569,1,Brysbaert2014a,5,stearin,core,TRUE,hack_llm_translation
stèle,0.997955789619569,1,Brysbaert2014a,5,stele,core,TRUE,hack_llm_translation
tand,0.997955789619569,1,Brysbaert2014a,5,tooth,core,TRUE,hack_llm_translation
tijger,0.997955789619569,1,Brysbaert2014a,5,tiger,core,TRUE,hack_llm_translation
tong,0.997955789619569,1,Brysbaert2014a,5,tongue,core,TRUE,hack_llm_translation
trein,0.997955789619569,1,Brysbaert2014a,5,train,core,TRUE,hack_llm_translation
verrekijker,0.997955789619569,1,Brysbaert2014a,5,binoculars,core,TRUE,hack_llm_translation
zetel,0.997955789619569,1,Brysbaert2014a,5,armchair,core,TRUE,hack_llm_translation
aardappel,0.991511329776176,1,Brysbaert2014a,4.93,potato,core,TRUE,hack_llm_translation
aardappelen,0.991511329776176,1,Brysbaert2014a,4.93,potatoes,core,TRUE,hack_llm_translation
adelaar,0.991511329776176,1,Brysbaert2014a,4.93,eagle,core,TRUE,hack_llm_translation
appeltaart,0.991511329776176,1,Brysbaert2014a,4.93,apple pie,core,TRUE,hack_llm_translation
autosleutel,0.991511329776176,1,Brysbaert2014a,4.93,car key,core,TRUE,hack_llm_translation
ballon,0.991511329776176,1,Brysbaert2014a,4.93,balloon,core,TRUE,hack_llm_translation
beer,0.991511329776176,1,Brysbaert2014a,4.93,bear,core,TRUE,hack_llm_translation
bloemkool,0.991511329776176,1,Brysbaert2014a,4.93,cauliflower,core,TRUE,hack_llm_translation
boekenkast,0.991511329776176,1,Brysbaert2014a,4.93,bookcase,core,TRUE,hack_llm_translation
bonobo,0.991511329776176,1,Brysbaert2014a,4.93,bonobo,core,TRUE,hack_llm_translation
boomstronk,0.991511329776176,1,Brysbaert2014a,4.93,tree stump,core,TRUE,hack_llm_translation
borstel,0.991511329776176,1,Brysbaert2014a,4.93,brush,core,TRUE,hack_llm_translation
bosvruchten,0.991511329776176,1,Brysbaert2014a,4.93,forest fruits,core,TRUE,hack_llm_translation
boterham,0.991511329776176,1,Brysbaert2014a,4.93,sandwich,core,TRUE,hack_llm_translation
brandnetel,0.991511329776176,1,Brysbaert2014a,4.93,nettle,core,TRUE,hack_llm_translation
broccoli,0.991511329776176,1,Brysbaert2014a,4.93,broccoli,core,TRUE,hack_llm_translation
champignon,0.991511329776176,1,Brysbaert2014a,4.93,mushroom,core,TRUE,hack_llm_translation
chocola,0.991511329776176,1,Brysbaert2014a,4.93,chocolate,core,TRUE,hack_llm_translation
chocomelk,0.991511329776176,1,Brysbaert2014a,4.93,chocolate milk,core,TRUE,hack_llm_translation
deur,0.991511329776176,1,Brysbaert2014a,4.93,door,core,TRUE,hack_llm_translation
druiven,0.991511329776176,1,Brysbaert2014a,4.93,grapes,core,TRUE,hack_llm_translation
eland,0.991511329776176,1,Brysbaert2014a,4.93,elk,core,TRUE,hack_llm_translation
fiets,0.991511329776176,1,Brysbaert2014a,4.93,bicycle,core,TRUE,hack_llm_translation
forel,0.991511329776176,1,Brysbaert2014a,4.93,trout,core,TRUE,hack_llm_translation
fototoestel,0.991511329776176,1,Brysbaert2014a,4.93,camera,core,TRUE,hack_llm_translation
fruitsap,0.991511329776176,1,Brysbaert2014a,4.93,fruit juice,core,TRUE,hack_llm_translation
gehaktbal,0.991511329776176,1,Brysbaert2014a,4.93,meatball,core,TRUE,hack_llm_translation
gitaar,0.991511329776176,1,Brysbaert2014a,4.93,guitar,core,TRUE,hack_llm_translation
golfbal,0.991511329776176,1,Brysbaert2014a,4.93,golf ball,core,TRUE,hack_llm_translation
graafmachine,0.991511329776176,1,Brysbaert2014a,4.93,excavator,core,TRUE,hack_llm_translation
hals,0.991511329776176,1,Brysbaert2014a,4.93,neck,core,TRUE,hack_llm_translation
halsketting,0.991511329776176,1,Brysbaert2014a,4.93,necklace,core,TRUE,hack_llm_translation
hamster,0.991511329776176,1,Brysbaert2014a,4.93,hamster,core,TRUE,hack_llm_translation
hark,0.991511329776176,1,Brysbaert2014a,4.93,rake,core,TRUE,hack_llm_translation
husky,0.991511329776176,1,Brysbaert2014a,4.93,husky,core,TRUE,hack_llm_translation
identiteitskaart,0.991511329776176,1,Brysbaert2014a,4.93,id card,core,TRUE,hack_llm_translation
ijsje,0.991511329776176,1,Brysbaert2014a,4.93,ice cream,core,TRUE,hack_llm_translation
kaas,0.991511329776176,1,Brysbaert2014a,4.93,cheese,core,TRUE,hack_llm_translation
kameel,0.991511329776176,1,Brysbaert2014a,4.93,camel,core,TRUE,hack_llm_translation
kanarie,0.991511329776176,1,Brysbaert2014a,4.93,canary,core,TRUE,hack_llm_translation
kever,0.991511329776176,1,Brysbaert2014a,4.93,beetle,core,TRUE,hack_llm_translation
kiwi,0.991511329776176,1,Brysbaert2014a,4.93,kiwi,core,TRUE,hack_llm_translation
kleurpotlood,0.991511329776176,1,Brysbaert2014a,4.93,colored pencil,core,TRUE,hack_llm_translation
knikker,0.991511329776176,1,Brysbaert2014a,4.93,marble,core,TRUE,hack_llm_translation
krant,0.991511329776176,1,Brysbaert2014a,4.93,newspaper,core,TRUE,hack_llm_translation
kroepoek,0.991511329776176,1,Brysbaert2014a,4.93,prawn cracker,core,TRUE,hack_llm_translation
kroon,0.991511329776176,1,Brysbaert2014a,4.93,crown,core,TRUE,hack_llm_translation
laars,0.991511329776176,1,Brysbaert2014a,4.93,boot,core,TRUE,hack_llm_translation
laarzen,0.991511329776176,1,Brysbaert2014a,4.93,boots,core,TRUE,hack_llm_translation
laptop,0.991511329776176,1,Brysbaert2014a,4.93,laptop,core,TRUE,hack_llm_translation
lasagne,0.991511329776176,1,Brysbaert2014a,4.93,lasagna,core,TRUE,hack_llm_translation
lepel,0.991511329776176,1,Brysbaert2014a,4.93,spoon,core,TRUE,hack_llm_translation
lintmeter,0.991511329776176,1,Brysbaert2014a,4.93,tape measure,core,TRUE,hack_llm_translation
lolly,0.991511329776176,1,Brysbaert2014a,4.93,lollipop,core,TRUE,hack_llm_translation
luchtmatras,0.991511329776176,1,Brysbaert2014a,4.93,air mattress,core,TRUE,hack_llm_translation
maan,0.991511329776176,1,Brysbaert2014a,4.93,moon,core,TRUE,hack_llm_translation
macaroni,0.991511329776176,1,Brysbaert2014a,4.93,macaroni,core,TRUE,hack_llm_translation
maïskolf,0.991511329776176,1,Brysbaert2014a,4.93,corn cob,core,TRUE,hack_llm_translation
matras,0.991511329776176,1,Brysbaert2014a,4.93,mattress,core,TRUE,hack_llm_translation
mayonaise,0.991511329776176,1,Brysbaert2014a,4.93,mayonnaise,core,TRUE,hack_llm_translation
mok,0.991511329776176,1,Brysbaert2014a,4.93,mug,core,TRUE,hack_llm_translation
neus,0.991511329776176,1,Brysbaert2014a,4.93,nose,core,TRUE,hack_llm_translation
oester,0.991511329776176,1,Brysbaert2014a,4.93,oyster,core,TRUE,hack_llm_translation
oksel,0.991511329776176,1,Brysbaert2014a,4.93,armpit,core,TRUE,hack_llm_translation
oorlel,0.991511329776176,1,Brysbaert2014a,4.93,earlobe,core,TRUE,hack_llm_translation
pannen,0.991511329776176,1,Brysbaert2014a,4.93,pans,core,TRUE,hack_llm_translation
paperclip,0.991511329776176,1,Brysbaert2014a,4.93,paperclip,core,TRUE,hack_llm_translation
pauw,0.991511329776176,1,Brysbaert2014a,4.93,peacock,core,TRUE,hack_llm_translation
pelikaan,0.991511329776176,1,Brysbaert2014a,4.93,pelican,core,TRUE,hack_llm_translation
piano,0.991511329776176,1,Brysbaert2014a,4.93,piano,core,TRUE,hack_llm_translation
pink,0.991511329776176,1,Brysbaert2014a,4.93,pinky finger,core,TRUE,hack_llm_translation
pompoen,0.991511329776176,1,Brysbaert2014a,4.93,pumpkin,core,TRUE,hack_llm_translation
prei,0.991511329776176,1,Brysbaert2014a,4.93,leek,core,TRUE,hack_llm_translation
prikkeldraad,0.991511329776176,1,Brysbaert2014a,4.93,barbed wire,core,TRUE,hack_llm_translation
radijs,0.991511329776176,1,Brysbaert2014a,4.93,radish,core,TRUE,hack_llm_translation
rasp,0.991511329776176,1,Brysbaert2014a,4.93,grater,core,TRUE,hack_llm_translation
ree,0.991511329776176,1,Brysbaert2014a,4.93,deer,core,TRUE,hack_llm_translation
regendruppel,0.991511329776176,1,Brysbaert2014a,4.93,raindrop,core,TRUE,hack_llm_translation
rijst,0.991511329776176,1,Brysbaert2014a,4.93,rice,core,TRUE,hack_llm_translation
ringvinger,0.991511329776176,1,Brysbaert2014a,4.93,ring finger,core,TRUE,hack_llm_translation
rug,0.991511329776176,1,Brysbaert2014a,4.93,back,core,TRUE,hack_llm_translation
salamander,0.991511329776176,1,Brysbaert2014a,4.93,salamander,core,TRUE,hack_llm_translation
schoenveter,0.991511329776176,1,Brysbaert2014a,4.93,shoelace,core,TRUE,hack_llm_translation
selder,0.991511329776176,1,Brysbaert2014a,4.93,celery,core,TRUE,hack_llm_translation
sinaasappelsap,0.991511329776176,1,Brysbaert2014a,4.93,orange juice,core,TRUE,hack_llm_translation
sneeuwvlok,0.991511329776176,1,Brysbaert2014a,4.93,snowflake,core,TRUE,hack_llm_translation
soeplepel,0.991511329776176,1,Brysbaert2014a,4.93,soup spoon,core,TRUE,hack_llm_translation
spar,0.991511329776176,1,Brysbaert2014a,4.93,spruce,core,TRUE,hack_llm_translation
spiegel,0.991511329776176,1,Brysbaert2014a,4.93,mirror,core,TRUE,hack_llm_translation
spons,0.991511329776176,1,Brysbaert2014a,4.93,sponge,core,TRUE,hack_llm_translation
spuitwater,0.991511329776176,1,Brysbaert2014a,4.93,sparkling water,core,TRUE,hack_llm_translation
stadion,0.991511329776176,1,Brysbaert2014a,4.93,stadium,core,TRUE,hack_llm_translation
stier,0.991511329776176,1,Brysbaert2014a,4.93,bull,core,TRUE,hack_llm_translation
stofzuiger,0.991511329776176,1,Brysbaert2014a,4.93,vacuum cleaner,core,TRUE,hack_llm_translation
touw,0.991511329776176,1,Brysbaert2014a,4.93,rope,core,TRUE,hack_llm_translation
tractor,0.991511329776176,1,Brysbaert2014a,4.93,tractor,core,TRUE,hack_llm_translation
treinstation,0.991511329776176,1,Brysbaert2014a,4.93,train station,core,TRUE,hack_llm_translation
trui,0.991511329776176,1,Brysbaert2014a,4.93,sweater,core,TRUE,hack_llm_translation
vaas,0.991511329776176,1,Brysbaert2014a,4.93,vase,core,TRUE,hack_llm_translation
videoband,0.991511329776176,1,Brysbaert2014a,4.93,videotape,core,TRUE,hack_llm_translation
vloer,0.991511329776176,1,Brysbaert2014a,4.93,floor,core,TRUE,hack_llm_translation
voetbal,0.991511329776176,1,Brysbaert2014a,4.93,football,core,TRUE,hack_llm_translation
voeten,0.991511329776176,1,Brysbaert2014a,4.93,feet,core,TRUE,hack_llm_translation
vuist,0.991511329776176,1,Brysbaert2014a,4.93,fist,core,TRUE,hack_llm_translation
wang,0.991511329776176,1,Brysbaert2014a,4.93,cheek,core,TRUE,hack_llm_translation
waterlelie,0.991511329776176,1,Brysbaert2014a,4.93,water lily,core,TRUE,hack_llm_translation
wiel,0.991511329776176,1,Brysbaert2014a,4.93,wheel,core,TRUE,hack_llm_translation
wortels,0.991511329776176,1,Brysbaert2014a,4.93,carrots,core,TRUE,hack_llm_translation
zaklantaarn,0.991511329776176,1,Brysbaert2014a,4.93,flashlight,core,TRUE,hack_llm_translation
zalm,0.991511329776176,1,Brysbaert2014a,4.93,salmon,core,TRUE,hack_llm_translation
zand,0.991511329776176,1,Brysbaert2014a,4.93,sand,core,TRUE,hack_llm_translation
potlood,0.988673235311577,2,Brysbaert2014a;Jasmin2012,7,pencil,core,TRUE,hack_llm_translation
viool,0.988673235311577,2,Brysbaert2014a;Jasmin2012,7,violin,core,TRUE,hack_llm_translation
gekko,0.987041785046081,1,Brysbaert2014a,4.92,gecko,core,TRUE,hack_llm_translation
schaatsplank,0.987041785046081,1,Brysbaert2014a,4.92,skateboard,core,TRUE,hack_llm_translation
tipi,0.987041785046081,1,Brysbaert2014a,4.92,tepee,core,TRUE,hack_llm_translation
speenkruid,0.986903194511815,1,Brysbaert2014a,4.91,celandine,core,TRUE,hack_llm_translation
sperwer,0.986833899244682,1,Brysbaert2014a,4.9,sparrowhawk,core,TRUE,hack_llm_translation
T-shirt,0.986764603977548,1,Brysbaert2014a,4.892,t-shirt,core,TRUE,hack_llm_translation
aronskelk,0.986660661076848,1,Brysbaert2014a,4.89,calla lily,core,TRUE,hack_llm_translation
bouvier,0.986660661076848,1,Brysbaert2014a,4.89,bouvier dog,core,TRUE,hack_llm_translation
fez,0.986522070542582,1,Brysbaert2014a,4.88,fez,core,TRUE,hack_llm_translation
tatami,0.986522070542582,1,Brysbaert2014a,4.88,tatami mat,core,TRUE,hack_llm_translation
fles,0.98545100538988,2,Brysbaert2014a;Jasmin2012,6.965,bottle,core,TRUE,hack_llm_translation
kikker,0.98545100538988,2,Brysbaert2014a;Jasmin2012,6.965,frog,core,TRUE,hack_llm_translation
schaar,0.98545100538988,2,Brysbaert2014a;Jasmin2012,6.965,scissors,core,TRUE,hack_llm_translation
havik,0.979110488447188,2,Brysbaert2014a;Jasmin2012,6.935,hawk,core,TRUE,hack_llm_translation
leeuw,0.979110488447188,2,Brysbaert2014a;Jasmin2012,6.935,lion,core,TRUE,hack_llm_translation
vlag,0.979110488447188,2,Brysbaert2014a;Jasmin2012,6.935,flag,core,TRUE,hack_llm_translation
ananas,0.978830295890791,1,Brysbaert2014a,4.87,pineapple,core,TRUE,hack_llm_translation
angel,0.978830295890791,1,Brysbaert2014a,4.87,stinger,core,TRUE,hack_llm_translation
appelflap,0.978830295890791,1,Brysbaert2014a,4.87,apple turnover,core,TRUE,hack_llm_translation
armband,0.978830295890791,1,Brysbaert2014a,4.87,bracelet,core,TRUE,hack_llm_translation
asbak,0.978830295890791,1,Brysbaert2014a,4.87,ashtray,core,TRUE,hack_llm_translation
aubergine,0.978830295890791,1,Brysbaert2014a,4.87,eggplant,core,TRUE,hack_llm_translation
augurk,0.978830295890791,1,Brysbaert2014a,4.87,pickle,core,TRUE,hack_llm_translation
autoband,0.978830295890791,1,Brysbaert2014a,4.87,car tire,core,TRUE,hack_llm_translation
autobus,0.978830295890791,1,Brysbaert2014a,4.87,bus,core,TRUE,hack_llm_translation
avocado,0.978830295890791,1,Brysbaert2014a,4.87,avocado,core,TRUE,hack_llm_translation
baard,0.978830295890791,1,Brysbaert2014a,4.87,beard,core,TRUE,hack_llm_translation
banjo,0.978830295890791,1,Brysbaert2014a,4.87,banjo,core,TRUE,hack_llm_translation
bankbiljet,0.978830295890791,1,Brysbaert2014a,4.87,banknote,core,TRUE,hack_llm_translation
beertje,0.978830295890791,1,Brysbaert2014a,4.87,teddy bear,core,TRUE,hack_llm_translation
bever,0.978830295890791,1,Brysbaert2014a,4.87,beaver,core,TRUE,hack_llm_translation
bijl,0.978830295890791,1,Brysbaert2014a,4.87,axe,core,TRUE,hack_llm_translation
blad,0.978830295890791,1,Brysbaert2014a,4.87,leaf,core,TRUE,hack_llm_translation
blouse,0.978830295890791,1,Brysbaert2014a,4.87,blouse,core,TRUE,hack_llm_translation
bokaal,0.978830295890791,1,Brysbaert2014a,4.87,jar,core,TRUE,hack_llm_translation
boksbal,0.978830295890791,1,Brysbaert2014a,4.87,punching bag,core,TRUE,hack_llm_translation
bonen,0.978830295890791,1,Brysbaert2014a,4.87,beans,core,TRUE,hack_llm_translation
boor,0.978830295890791,1,Brysbaert2014a,4.87,drill,core,TRUE,hack_llm_translation
bosbes,0.978830295890791,1,Brysbaert2014a,4.87,blueberry,core,TRUE,hack_llm_translation
bowlingbal,0.978830295890791,1,Brysbaert2014a,4.87,bowling ball,core,TRUE,hack_llm_translation
braambes,0.978830295890791,1,Brysbaert2014a,4.87,blackberry,core,TRUE,hack_llm_translation
bril,0.978830295890791,1,Brysbaert2014a,4.87,glasses,core,TRUE,hack_llm_translation
broekje,0.978830295890791,1,Brysbaert2014a,4.87,panties,core,TRUE,hack_llm_translation
brommer,0.978830295890791,1,Brysbaert2014a,4.87,moped,core,TRUE,hack_llm_translation
broodrooster,0.978830295890791,1,Brysbaert2014a,4.87,toaster,core,TRUE,hack_llm_translation
broodtrommel,0.978830295890791,1,Brysbaert2014a,4.87,bread box,core,TRUE,hack_llm_translation
cactus,0.978830295890791,1,Brysbaert2014a,4.87,cactus,core,TRUE,hack_llm_translation
camera,0.978830295890791,1,Brysbaert2014a,4.87,camera,core,TRUE,hack_llm_translation
champignons,0.978830295890791,1,Brysbaert2014a,4.87,mushrooms,core,TRUE,hack_llm_translation
chocolade,0.978830295890791,1,Brysbaert2014a,4.87,chocolate,core,TRUE,hack_llm_translation
citroen,0.978830295890791,1,Brysbaert2014a,4.87,lemon,core,TRUE,hack_llm_translation
cobra,0.978830295890791,1,Brysbaert2014a,4.87,cobra,core,TRUE,hack_llm_translation
courgette,0.978830295890791,1,Brysbaert2014a,4.87,zucchini,core,TRUE,hack_llm_translation
dakraam,0.978830295890791,1,Brysbaert2014a,4.87,skylight,core,TRUE,hack_llm_translation
deegrol,0.978830295890791,1,Brysbaert2014a,4.87,rolling pin,core,TRUE,hack_llm_translation
dekbed,0.978830295890791,1,Brysbaert2014a,4.87,duvet,core,TRUE,hack_llm_translation
deurknop,0.978830295890791,1,Brysbaert2014a,4.87,doorknob,core,TRUE,hack_llm_translation
diadeem,0.978830295890791,1,Brysbaert2014a,4.87,tiara,core,TRUE,hack_llm_translation
dij,0.978830295890791,1,Brysbaert2014a,4.87,thigh,core,TRUE,hack_llm_translation
douche,0.978830295890791,1,Brysbaert2014a,4.87,shower,core,TRUE,hack_llm_translation
droogtrommel,0.978830295890791,1,Brysbaert2014a,4.87,dryer,core,TRUE,hack_llm_translation
drumstel,0.978830295890791,1,Brysbaert2014a,4.87,drum kit,core,TRUE,hack_llm_translation
duimspijker,0.978830295890791,1,Brysbaert2014a,4.87,thumbtack,core,TRUE,hack_llm_translation
emmer,0.978830295890791,1,Brysbaert2014a,4.87,bucket,core,TRUE,hack_llm_translation
enveloppe,0.978830295890791,1,Brysbaert2014a,4.87,envelope,core,TRUE,hack_llm_translation
es,0.978830295890791,1,Brysbaert2014a,4.87,ash tree,core,TRUE,hack_llm_translation
etter,0.978830295890791,1,Brysbaert2014a,4.87,pus,core,TRUE,hack_llm_translation
fietsband,0.978830295890791,1,Brysbaert2014a,4.87,bike tire,core,TRUE,hack_llm_translation
fietsbel,0.978830295890791,1,Brysbaert2014a,4.87,bike bell,core,TRUE,hack_llm_translation
frikadel,0.978830295890791,1,Brysbaert2014a,4.87,meatball,core,TRUE,hack_llm_translation
gier,0.978830295890791,1,Brysbaert2014a,4.87,vulture,core,TRUE,hack_llm_translation
gips,0.978830295890791,1,Brysbaert2014a,4.87,cast,core,TRUE,hack_llm_translation
giraf,0.978830295890791,1,Brysbaert2014a,4.87,giraffe,core,TRUE,hack_llm_translation
graankorrel,0.978830295890791,1,Brysbaert2014a,4.87,grain kernel,core,TRUE,hack_llm_translation
hagedis,0.978830295890791,1,Brysbaert2014a,4.87,lizard,core,TRUE,hack_llm_translation
handtas,0.978830295890791,1,Brysbaert2014a,4.87,handbag,core,TRUE,hack_llm_translation
hommel,0.978830295890791,1,Brysbaert2014a,4.87,bumblebee,core,TRUE,hack_llm_translation
hoofddoek,0.978830295890791,1,Brysbaert2014a,4.87,headscarf,core,TRUE,hack_llm_translation
huifkar,0.978830295890791,1,Brysbaert2014a,4.87,covered wagon,core,TRUE,hack_llm_translation
ijsblok,0.978830295890791,1,Brysbaert2014a,4.87,ice cube,core,TRUE,hack_llm_translation
ijslolly,0.978830295890791,1,Brysbaert2014a,4.87,popsicle,core,TRUE,hack_llm_translation
inktvis,0.978830295890791,1,Brysbaert2014a,4.87,squid,core,TRUE,hack_llm_translation
jojo,0.978830295890791,1,Brysbaert2014a,4.87,yoyo,core,TRUE,hack_llm_translation
kabeljauw,0.978830295890791,1,Brysbaert2014a,4.87,cod,core,TRUE,hack_llm_translation
kajak,0.978830295890791,1,Brysbaert2014a,4.87,kayak,core,TRUE,hack_llm_translation
kalkoen,0.978830295890791,1,Brysbaert2014a,4.87,turkey,core,TRUE,hack_llm_translation
kameleon,0.978830295890791,1,Brysbaert2014a,4.87,chameleon,core,TRUE,hack_llm_translation
kandelaar,0.978830295890791,1,Brysbaert2014a,4.87,candlestick,core,TRUE,hack_llm_translation
kangoeroe,0.978830295890791,1,Brysbaert2014a,4.87,kangaroo,core,TRUE,hack_llm_translation
kap,0.978830295890791,1,Brysbaert2014a,4.87,hood,core,TRUE,hack_llm_translation
kasteel,0.978830295890791,1,Brysbaert2014a,4.87,castle,core,TRUE,hack_llm_translation
kers,0.978830295890791,1,Brysbaert2014a,4.87,cherry,core,TRUE,hack_llm_translation
ketting,0.978830295890791,1,Brysbaert2014a,4.87,chain,core,TRUE,hack_llm_translation
keukenrol,0.978830295890791,1,Brysbaert2014a,4.87,paper towel,core,TRUE,hack_llm_translation
kip,0.978830295890791,1,Brysbaert2014a,4.87,chicken,core,TRUE,hack_llm_translation
kist,0.978830295890791,1,Brysbaert2014a,4.87,crate,core,TRUE,hack_llm_translation
klimrek,0.978830295890791,1,Brysbaert2014a,4.87,climbing frame,core,TRUE,hack_llm_translation
knijptang,0.978830295890791,1,Brysbaert2014a,4.87,pliers,core,TRUE,hack_llm_translation
knoflook,0.978830295890791,1,Brysbaert2014a,4.87,garlic,core,TRUE,hack_llm_translation
koala,0.978830295890791,1,Brysbaert2014a,4.87,koala,core,TRUE,hack_llm_translation
koekje,0.978830295890791,1,Brysbaert2014a,4.87,cookie,core,TRUE,hack_llm_translation
koelkast,0.978830295890791,1,Brysbaert2014a,4.87,refrigerator,core,TRUE,hack_llm_translation
koets,0.978830295890791,1,Brysbaert2014a,4.87,carriage,core,TRUE,hack_llm_translation
kokosnoot,0.978830295890791,1,Brysbaert2014a,4.87,coconut,core,TRUE,hack_llm_translation
komkommer,0.978830295890791,1,Brysbaert2014a,4.87,cucumber,core,TRUE,hack_llm_translation
kompas,0.978830295890791,1,Brysbaert2014a,4.87,compass,core,TRUE,hack_llm_translation
kraan,0.978830295890791,1,Brysbaert2014a,4.87,faucet,core,TRUE,hack_llm_translation
krab,0.978830295890791,1,Brysbaert2014a,4.87,crab,core,TRUE,hack_llm_translation
kriek,0.978830295890791,1,Brysbaert2014a,4.87,sour cherry,core,TRUE,hack_llm_translation
krijtje,0.978830295890791,1,Brysbaert2014a,4.87,chalk,core,TRUE,hack_llm_translation
krokodil,0.978830295890791,1,Brysbaert2014a,4.87,crocodile,core,TRUE,hack_llm_translation
kroonkurk,0.978830295890791,1,Brysbaert2014a,4.87,bottle cap,core,TRUE,hack_llm_translation
kruimels,0.978830295890791,1,Brysbaert2014a,4.87,crumbs,core,TRUE,hack_llm_translation
kurkentrekker,0.978830295890791,1,Brysbaert2014a,4.87,corkscrew,core,TRUE,hack_llm_translation
kussensloop,0.978830295890791,1,Brysbaert2014a,4.87,pillowcase,core,TRUE,hack_llm_translation
kwal,0.978830295890791,1,Brysbaert2014a,4.87,jellyfish,core,TRUE,hack_llm_translation
labrador,0.978830295890791,1,Brysbaert2014a,4.87,labrador,core,TRUE,hack_llm_translation
lens,0.978830295890791,1,Brysbaert2014a,4.87,lens,core,TRUE,hack_llm_translation
lucifer,0.978830295890791,1,Brysbaert2014a,4.87,match,core,TRUE,hack_llm_translation
mantel,0.978830295890791,1,Brysbaert2014a,4.87,coat,core,TRUE,hack_llm_translation
marmer,0.978830295890791,1,Brysbaert2014a,4.87,marble,core,TRUE,hack_llm_translation
marsepein,0.978830295890791,1,Brysbaert2014a,4.87,marzipan,core,TRUE,hack_llm_translation
